Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Log2 Ratio L/H NormalizedDAF2day01,Log2 Ratio L/H NormalizedDAF2day06,Log2 Ratio L/H NormalizedDAF2day12,Log2 Ratio L/H NormalizedDAF2day17,Log2 Ratio L/H NormalizedDAF2day22,Log2 Ratio L/H NormalizedDAF2day27,Log2 Ratio L/H NormalizedDAF16day01,Log2 Ratio L/H NormalizedDAF16day06,Log2 Ratio L/H NormalizedDAF16day12,Log2 Ratio L/H NormalizedDAF16day17,Log2 Ratio L/H NormalizedHSF1day01,Log2 Ratio L/H NormalizedHSF1day06,Log2 Ratio L/H NormalizedHSF1day12,Peptides WTday01,Peptides WTday06,Peptides WTday12,Peptides WTday17,Peptides WTday22,Peptides DAF2day01,Peptides DAF2day06,Peptides DAF2day12,Peptides DAF2day17,Peptides DAF2day22,Peptides DAF2day27,Peptides DAF16day01,Peptides DAF16day06,Peptides DAF16day12,Peptides DAF16day17,Peptides HSF1day01,Peptides HSF1day06,Peptides HSF1day12,Ratio Count WTday01,Ratio Count WTday06,Ratio Count WTday12,Ratio Count WTday17,Ratio Count WTday22,Ratio Count DAF2day01,Ratio Count DAF2day06,Ratio Count DAF2day12,Ratio Count DAF2day17,Ratio Count DAF2day22,Ratio Count DAF2day27,Ratio Count DAF16day01,Ratio Count DAF16day06,Ratio Count DAF16day12,Ratio Count DAF16day17,Ratio Count HSF1day01,Ratio Count HSF1day06,Ratio Count HSF1day12,log abs.LFQ WTday01,log abs.LFQ WTday06,log abs.LFQ WTday12,log abs.LFQ WTday17,log abs.LFQ WTday22,log abs.LFQ DAF2day01,log abs.LFQ DAF2day06,log abs.LFQ DAF2day12,log abs.LFQ DAF2day17,log abs.LFQ DAF2day22,log abs.LFQ DAF2day27,log abs.LFQ DAF16day01,log abs.LFQ DAF16day06,log abs.LFQ DAF16day12,log abs.LFQ DAF16day17,log abs.LFQ HSF1day01,log abs.LFQ HSF1day06,log abs.LFQ HSF1day12,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
A5HWA6;A5HWA7;A5HWA8;Q9U289,efl-2,NA,NA,NA,NA,NA,NA,0.372038368,NA,0.280983076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,2,0,1,0,1,0,0,0,1,1,NA,3.979320697,NA,4.432985316,NA,NA,4.819550516,NA,4.665731045,NA,4.635795282,NA,4.273117068,NA,NA,NA,4.053424204,4.17868924,2.54E-08,16.9,284
Q9NES9;A5HWB2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,5.465174578,NA,NA,NA,NA,NA,NA,NA,5.511816541,5.269326111,NA,4.76494537,NA,NA,NA,0.00016727,10.1,129
A5JYR4,dab-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,5,5,5,6,5,5,6,4,5,5,5,5,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54E-110,22.4,492
A5JYR6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.158848063,NA,NA,NA,0.10621844,NA,NA,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,3,1,1,4.813460891,NA,4.969751289,5.065691728,5.008003672,5.051345499,5.107311745,5.170584382,5.07114529,5.514428206,NA,5.945813127,5.017116849,5.035149458,6.148602655,6.010978012,4.706419049,4.720374329,3.02E-32,41.5,142
A5JYS1;A5JYS0,pcs-1,-0.490775482,-0.151858817,-0.369047643,0.021687202,0.029970978,-0.060185765,-0.451646328,-0.49978212,-0.365692537,-0.165043649,0.566143195,-0.007051943,-0.574343754,0.124786119,0.658105313,-0.242328116,-0.145481822,0.090741482,3,2,4,3,3,3,3,2,2,3,2,4,3,3,3,5,5,3,4,3,7,3,4,5,4,3,3,3,3,6,6,6,5,6,6,4,5.602331341,5.556832981,5.679709461,5.121395681,5.446039836,5.420450859,5.479388136,5.119816546,5.447173542,5.392556268,5.207284206,5.306575128,5.152257759,5.097881745,4.948310249,6.341434525,5.501771086,5.391111614,3.93E-32,18.7,418
Q5WRP6;A5JYS5;Q7JM28;Q18798,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,NA,4.582233864,NA,4.26927939,NA,NA,NA,NA,4.453761583,NA,NA,NA,4.282146099,4.277609214,NA,4.713129181,4.048208667,NA,2.84E-10,1.5,1301
C6KRJ4;A5JYS6;Q5CZ44,,NA,NA,-1.049282249,NA,-0.451013243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,0,2,1,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,5.749473496,NA,5.071550639,4.515860603,4.873622817,4.78518742,5.370550096,5.352356201,NA,NA,NA,NA,4.891888542,5.375187915,4.168379613,4.683839218,0.00054704,10.3,107
Q19426-2;A5JYS7;Q19426,F13H10.4,-0.591104905,0.051189865,0.217926985,0.150609162,0.569072483,0.002700365,0.235993622,0.488430758,0.562324818,0.513707815,0.535164474,-0.814837498,0.145334044,0.266055685,0.269842653,-0.702036896,0.155309047,0.441262158,9,10,5,7,9,6,8,12,6,7,6,6,8,7,4,8,8,8,9,12,7,9,12,8,9,17,8,12,9,8,10,7,6,8,9,11,6.172427777,5.886710637,6.315760491,6.022387126,6.182014986,5.755691956,6.072948032,6.412309316,5.948593884,6.31031088,6.039255444,5.701593887,5.696234035,5.612391755,5.180211922,6.415140352,5.918999598,6.115843404,1.13E-158,21.5,789
A5JYS8;Q19789,,0.406961816,-0.005328121,-0.269392279,-0.156137698,-0.631616529,-0.325846898,-0.284395681,-0.825134335,-0.652142272,-1.182374488,-0.4722798,0.547741954,-0.218471211,-0.867422075,-0.282024581,0.178648973,0.049606242,-0.309059743,5,4,4,4,3,3,3,3,2,2,2,4,2,2,4,4,3,3,6,4,4,6,4,4,2,4,2,2,2,7,4,2,5,7,3,4,5.942702369,5.271888053,5.759781124,5.354358183,5.325248765,5.440987751,5.454722936,5.294466226,5.169204037,4.621664329,5.246104484,5.724005376,5.133155538,4.221753194,4.891063322,6.252853031,5.301507457,5.410608543,3.12E-51,28.4,296
A5JYT2;Q17581,swsn-9,-1.170822399,-0.923719679,-0.686971077,-0.451962766,-0.518535139,-1.54428754,-0.338681125,-0.244034582,-0.315102453,-0.420185937,0.118789598,-0.992478413,-1.759155834,-0.518333702,-0.026870865,-1.416245251,-1.06550338,-0.680234326,4,3,5,4,4,3,3,4,4,4,4,5,6,5,5,3,3,4,6,6,5,5,4,4,4,5,4,5,7,6,7,5,6,3,4,4,5.803893922,5.36875162,6.112169148,5.306618004,5.448134096,5.321660557,5.539339608,5.55025282,5.618205042,5.722814841,6.802027603,6.24812046,5.764728927,5.303433666,6.171609456,5.520758564,5.056676215,5.412107592,8.68E-143,25.9,582
A5JYT3;A5JYT4,,1.303258317,-0.428892762,-1.251567621,NA,NA,1.686498724,-0.149779631,-0.56627937,NA,NA,NA,1.140984615,-0.426962448,-0.812867836,NA,1.599636953,NA,-0.983969487,3,3,2,1,1,4,2,2,0,1,0,2,2,2,0,3,1,2,4,3,2,1,1,5,3,2,0,1,0,2,2,4,0,4,1,3,6.052540046,5.832655782,5.182671387,4.728629695,5.373996384,6.345746103,6.015988105,5.449277791,NA,4.749813585,NA,5.85239459,5.176207055,5.186023493,NA,6.445339499,5.551010602,5.562851733,2.20E-18,24.9,201
Q17813;A5JYT6,ugt-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.774670219,NA,NA,4.80E-05,2.4,536
Q20130;A5JYT9;Q8WQF4,,NA,NA,NA,0.100623257,NA,NA,NA,0.022639471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,0,1,2,1,0,0,1,1,1,0,0,0,1,1,1,1,2,1,0,1,3,1,0,0,1,1,1,0,0,0,1,4.599424529,3.540329475,4.413199144,4.335758693,3.986843365,NA,4.184180195,4.494488538,4.110219224,NA,NA,3.426006731,4.054995862,4.169556882,NA,NA,NA,3.804248504,1.25E-38,13.4,582
A5JYU1,,NA,-0.302289802,-0.166072676,NA,-0.507008078,-0.011638756,0.111414543,-0.319155458,NA,NA,NA,0.240213525,NA,NA,NA,-0.358396262,-0.022900402,-0.467070757,2,2,1,1,3,3,3,3,2,2,1,3,2,2,2,2,2,3,1,3,2,0,3,3,3,2,1,1,1,2,1,1,1,2,3,2,5.927847517,6.002295683,6.052578525,NA,5.800084417,5.87643147,6.087284391,5.764422736,5.694517454,5.372083109,5.432664697,5.581631127,5.454341701,5.170555059,4.571231195,5.574875873,5.635523957,5.821362842,2.13E-47,53.3,90
A5JYU3;Q21798,,-0.770110162,NA,0.100545914,NA,NA,-0.463413204,-0.144307467,NA,0.353265909,0.66447101,0.858227176,NA,NA,-0.022048165,NA,NA,-0.381947801,NA,2,1,2,1,1,2,2,1,2,3,3,1,0,3,1,1,3,1,3,1,2,1,1,2,2,1,2,4,3,1,0,3,1,1,3,1,5.023458238,3.912184845,4.821343183,4.799071617,4.951172319,4.790341471,5.23230984,4.685759647,5.355911051,5.995046963,5.868162274,4.038222638,NA,5.253386473,4.586688553,4.940282341,4.741915474,4.383330552,5.60E-43,16.4,483
O44199;A5JYU5,rad-50,-0.869002765,0.360341807,0.92475491,0.888194115,0.935089564,-1.600555219,-0.055473336,0.615861755,0.80664457,0.880338382,0.742796231,-0.606347467,0.195682054,0.349272198,0.483460332,-1.174406419,0.106948497,0.562197003,10,14,14,13,14,5,9,12,17,16,7,10,12,11,7,10,10,9,11,17,17,15,16,5,9,13,19,20,9,11,13,12,7,10,11,9,5.713305698,5.601157894,5.957631228,5.564583221,5.642771089,4.579005742,5.531069977,5.46655624,5.845011172,6.024485668,5.69423655,4.93936947,5.398131056,5.212214247,4.5657652,5.245290529,5.001776967,5.384120342,0,52,1298
A5JYU7;A5JYU6,lmd-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677564166,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,3,1,0,0,1,1,0,6.430542654,5.481055461,NA,4.602537453,NA,NA,5.537932375,NA,5.477309408,NA,NA,5.488621213,4.854785627,NA,NA,5.675319983,5.555179122,NA,2.16E-05,12,142
A5JYW3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.519263438,7.572232464,NA,NA,NA,NA,NA,NA,NA,8.07E-20,63.7,91
O01319;A5JYW9,sin-3,-1.052694111,-0.295370388,0.322613538,0.453024073,0.645367302,-1.136716384,0.022258488,-0.030547964,0.34565612,0.494718789,0.358379988,-1.415974946,-0.641268561,-0.005471851,0.259996406,-1.505332031,-0.436161839,0.022375703,8,9,8,10,11,5,12,11,9,12,5,6,8,9,6,4,5,11,8,10,9,13,15,6,14,12,11,14,7,8,11,16,9,4,6,16,5.447328614,5.266255222,6.028977705,5.62024019,5.695201396,4.89594714,5.700686414,5.719968999,5.673978802,5.990436538,5.802814759,4.95580797,5.222742476,5.493025633,5.24640009,5.303520037,5.04719696,5.59670703,1.26E-193,27,1505
P90947;A5JYX3,hmp-1,-0.915023664,NA,-0.861479018,-0.383828687,-0.253989266,-0.920903029,-0.041383179,-0.314174451,-0.307894776,-0.131852846,-1.025383221,-0.894681974,-1.034427032,-0.241230036,-0.295135249,-0.93062381,-0.349704962,-0.144176924,5,1,2,3,5,6,6,6,3,5,2,6,6,9,2,2,5,4,5,1,2,4,6,6,7,7,4,6,2,6,7,9,2,3,5,5,6.068371418,4.758775681,5.090857396,5.204309945,5.746976518,5.607712307,5.885434727,5.684450369,5.430993652,5.900307033,5.391499676,5.575014555,5.550265052,5.724447914,5.051306911,6.037585843,5.554828226,5.595187476,1.14E-136,27.2,927
A5JYX4;A5JYX5;A5JYX6,dhs-3,-0.292663973,-0.134089481,0.929720596,0.273813999,-0.455439015,0.748335435,1.147074299,1.148001163,1.061902439,0.878082782,0.632293463,-0.263274835,0.542416214,0.012606364,-0.514904955,-0.047259175,0.459813983,0.702632477,14,13,10,15,13,12,14,13,13,14,15,15,15,14,13,11,13,13,26,28,32,35,35,30,34,32,37,43,38,36,44,35,24,22,26,33,7.393311915,6.978659757,7.412897142,6.986677702,6.912811701,7.178574103,7.486076097,7.407169876,7.444653631,7.613566999,7.50552982,7.050108963,7.203277721,6.906970393,6.38795902,7.546567339,7.047469575,7.21216096,0,62.5,307
A5JYX9,,-0.905966975,-0.165300975,2.736965594,3.240861214,3.249067693,NA,0.124959164,1.143659635,3.05853306,3.426191179,3.256217931,-0.624522058,0.282737049,2.880657104,3.199586687,1.407095722,1.068483345,2.875883652,2,1,8,7,5,1,3,4,7,7,7,2,3,5,8,2,4,6,2,2,8,10,7,1,5,6,12,8,11,3,4,7,9,2,5,9,4.672891798,2.751540834,6.092825873,6.423311423,6.058957179,5.802575341,4.986364112,5.39056421,6.409865524,6.57721597,6.504334912,4.34177075,4.710751835,5.668954042,5.954840459,5.856438861,5.140004951,6.037506178,2.74E-203,70.3,316
A5JYY6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.500730334,NA,5.413668506,NA,NA,NA,NA,0.000228,11.4,140
O62414;A5PEW5,ric-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94116346,NA,NA,1.09E-11,19.3,207
Q9XXN3;A5PEW7,T19A6.3;nepr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,5.830704123,NA,NA,NA,NA,5.491571786,NA,5.683767261,5.696906554,NA,NA,NA,NA,NA,NA,6.881584352,5.140067869,NA,5.85E-07,13.6,140
A5PEX5;Q9U245,lin-7,-0.751635103,NA,NA,NA,NA,0.509553094,NA,NA,NA,NA,NA,0.491165726,NA,NA,NA,-0.295605489,NA,NA,2,0,0,1,1,2,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,1,1,3,0,0,0,0,0,3,0,0,0,3,0,0,5.983847212,NA,NA,4.594602464,4.392837593,5.932291079,NA,NA,NA,NA,NA,4.954459602,NA,NA,NA,5.8311336,NA,NA,1.48E-37,37.8,209
Q9U207;A5PEX6;G2HK02;G2HK03,pqn-87,-0.205517633,0.120106068,0.11381667,0.203717896,0.355571462,-0.358846331,-0.288181352,0.175272873,0.331626678,0.076782348,0.120262871,-0.083655897,-0.221815228,-0.206643224,-0.072586047,-0.136978812,-0.085560625,0.005825808,16,13,17,13,15,10,11,12,12,14,10,14,13,17,10,13,14,11,23,22,25,24,22,13,19,19,16,20,13,22,22,24,16,18,21,15,6.513670309,6.101265785,6.631788632,5.88834801,6.190863733,6.027104866,6.369939079,6.331791587,6.496071276,6.681512587,6.483972215,6.082498139,5.905083161,5.821579028,5.50370899,6.776904485,6.25995206,6.193402903,5.67E-260,26,1456
A5PEY0,,-1.741876815,NA,-0.223298973,0.151746637,-0.021479727,NA,-0.953376999,NA,0.36104575,0.163720347,0.038539655,-1.832282436,NA,0.578542387,NA,-1.145025242,-0.095181789,0.78649718,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,3,2,1,3,3,2,1,2,1,3,3,2,2,1,3,1,2,4,4,5.547946913,4.855622114,6.361009713,6.32269469,6.1079219,4.833204504,5.95513431,5.575880316,6.249956182,6.920561575,6.420071325,5.180355296,4.845705627,6.365525422,5.236612828,6.129883155,5.795977288,6.655551395,2.54E-65,32.6,181
Q8WQA3;A5PEY3,rpom-1,0.224165621,NA,-0.167100969,0.237948897,0.421843814,NA,-0.374733478,NA,-0.015782997,-0.167229454,0.090925856,0.227387976,-0.14574266,-0.332507446,NA,0.350688056,-0.367594722,NA,4,1,4,2,2,1,2,1,2,2,3,3,2,3,1,6,2,1,4,1,4,2,2,1,2,1,2,2,3,3,2,3,1,7,2,1,5.313888302,3.892228211,4.87781463,4.47677368,3.970337576,3.899716566,4.376284896,3.883508128,4.318000692,4.9332949,4.634567949,4.737248318,4.249638546,4.517288291,3.756385042,5.448288826,4.334976199,3.990791564,6.58E-42,12.1,1138
A5Z2S2,,-0.361992886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,2,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,5.348635813,NA,5.741561266,4.544365744,4.510879985,NA,4.424113595,4.156124947,4.478263394,NA,NA,4.001560653,4.450849313,4.659469322,4.853771196,5.451817127,4.887093806,NA,2.85E-08,25.2,135
A5Z2S3;O62263,,-0.169283661,-0.439357178,NA,-0.269033146,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.576183494,-0.604640696,NA,-0.183835831,NA,2,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,5.039255444,3.910352219,4.571137936,4.711360055,3.895643505,4.935028371,4.204147125,4.248414697,4.447111497,5.005266333,5.126228845,3.312663866,4.787899506,4.447390627,3.923736078,4.243955302,3.950973025,4.663295646,4.79E-42,4.9,3563
A5Z2S4;Q18696;B2D6K9,saps-1,-0.444879056,-0.249870047,-0.282024581,-0.008773707,0.219521911,-0.373509016,-0.070664101,-0.068326861,0.12689553,0.244086946,0.160749845,-0.324465006,-0.444667067,-0.206268125,-0.037733627,-0.280956314,-0.30439422,-0.183073576,10,13,11,9,11,10,10,12,11,11,10,11,10,11,12,12,11,11,16,22,18,14,19,13,16,15,14,20,15,19,19,19,19,17,17,19,6.256958153,6.056523724,6.22757822,6.09684052,5.99881711,5.630488896,6.069742076,6.168379613,5.917179798,6.912312414,7.087426457,6.018450832,6.404114998,5.710125831,6.403069021,6.307025119,6.243112493,6.356446556,5.48E-149,36.8,717
Q17513;A5Z2S5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.57955496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96E-05,3,497
Q86D00;A5Z2S9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.173710603,NA,5.417753934,NA,NA,NA,NA,0.0001134,23.6,55
Q20149;A5Z2T1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5.411888952,4.41848359,4.317394675,4.845079427,4.388154508,4.733221347,4.664679575,4.257246465,NA,NA,NA,NA,NA,4.649646348,NA,NA,4.305179338,4.383761524,5.74E-07,6.4,218
A5Z2T6;Q18960,,-0.456701031,0.83874434,0.732643988,0.522571345,0.236163541,-1.424814621,0.193865702,0.573874824,0.515356563,0.35850946,0.275926048,-1.008415176,0.669556332,0.408492913,0.317966129,-0.585251011,0.635517214,0.566890988,8,7,8,6,7,4,6,7,7,6,5,4,6,6,5,4,6,6,8,11,10,7,9,5,7,9,9,8,9,4,6,6,5,5,8,9,5.987666265,5.84869396,6.114744388,5.588484599,5.767593652,4.938894818,5.675200731,5.785934578,5.978928813,6.030235296,5.966681331,5.134591435,5.690134034,5.428021344,5.030842503,5.786083856,5.715719289,5.710176622,7.40E-77,24.6,855
A5Z2T7;Q23316,aph-2,-0.912036637,-0.345736995,-0.011352507,-0.117562069,0.028454607,-1.380341575,-0.462575888,-0.086647913,-0.129876461,-0.130799111,0.445951493,-1.246225649,-0.738811063,0.06852873,0.463330355,-0.964213778,-0.755485829,-0.2174789,5,4,5,4,3,3,4,5,5,3,2,2,2,4,4,3,2,4,5,4,6,4,4,3,4,7,7,4,2,2,2,5,4,3,2,5,5.807420013,5.346157302,5.44357588,5.325802909,5.914549411,4.740386378,5.565741592,5.711123626,5.677780271,5.808595791,5.665083566,4.702577,4.735622849,5.559858766,5.337738717,5.585133475,4.900694774,5.807710875,7.85E-18,10.4,721
A5Z2T9,,-0.180784391,-0.314870509,0.19482313,0.019009569,-0.118359726,0.011980697,-0.307078739,0.162298909,0.280597488,0.203119881,0.3634937,-0.349591743,-0.262553427,0.04447888,-0.132642643,-0.208267529,-0.140516919,-0.017351842,3,3,4,3,4,2,4,2,5,4,3,3,3,2,3,3,3,2,4,7,7,3,7,5,9,5,6,6,4,5,6,5,4,7,6,6,6.071329587,5.617356862,6.250175948,5.668860958,5.614243174,5.559511632,6.218404199,5.770785758,6.357515589,6.395867831,6.008557592,5.845848101,6.044774874,5.766457464,5.331488033,6.330393479,5.39861698,5.89250643,1.02E-88,31.4,373
A5Z2U4;O02217,rsa-1,-1.022261272,-0.63784206,-0.701770822,-0.259664184,-0.021479727,-1.389181307,-0.222186307,0.171677136,0.334952935,0.303525369,0.104573281,-1.251567621,-1.332679294,0.004132019,0.793731875,-1.489748433,0.501116018,-0.528371278,4,6,4,4,4,4,6,7,5,5,6,3,3,3,3,2,3,3,3,8,5,5,3,5,6,9,6,6,8,5,3,3,4,2,5,4,5,5.03120642,5.281397022,5.182471718,4.895853312,5.133506974,5.446925311,5.627580902,5.723923374,5.780598108,5.850529836,4.944704698,4.640272687,5.004751156,5.165511411,4.752086879,4.742395162,5.033021445,2.83E-23,20,400
A5Z2U5,,-0.133037379,1.006072079,1.139362913,0.622865143,NA,NA,0.873661435,0.920324932,NA,NA,NA,NA,0.813321969,1.147266015,0.681561674,NA,1.460449077,NA,2,4,3,4,0,1,2,2,0,1,0,1,3,3,3,1,2,0,3,4,3,3,0,1,2,2,0,1,0,1,3,2,3,1,3,0,5.089339808,5.086751231,5.359209192,5.379142287,NA,4.269956352,5.448984427,5.045987606,NA,4.55484033,NA,4.657801357,5.41600774,5.274596542,6.000824377,4.966484338,5.041708421,NA,7.02E-102,20.4,647
A5Z2U7,,NA,NA,NA,NA,NA,3.701923571,4.189601319,3.386483434,1.687381291,NA,0.773343509,2.486489042,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,4,4,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,2,7,4,3,1,2,2,0,0,0,0,0,0,5.883394532,NA,NA,NA,NA,5.362256221,6.929418926,6.199645493,5.987956591,5.405414667,5.537100972,5.943242176,NA,NA,NA,NA,NA,NA,1.52E-135,60.6,127
A5Z2U9,,-1.148283363,NA,1.134793803,2.159202442,NA,NA,NA,NA,2.869965329,2.740335816,3.188627619,-1.893672852,-1.466548817,-0.061568849,0.598893848,-3.592397235,-1.198305554,0.233515085,1,1,2,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,0,1,1,3,6,3,2,6,3,4,2,2,2,6.548069876,5.270329397,7.334875777,6.550961752,6.691815016,NA,5.65724713,5.95580797,7.249369595,7.81561759,7.839628862,5.135069014,6.487138375,6.062130535,6.763270721,5.974281359,6.237744754,6.470924753,1.53E-11,24,100
Q8I4J5;Q9XVN9;A5Z2V0;A5Z2V1,cids-2,-1.210014738,-0.417163907,NA,NA,NA,-0.766043843,-0.087462841,-0.272620455,-0.301821736,-0.536251879,-0.54399072,NA,-1.371168515,-0.488515009,-0.602836912,-1.112966965,-0.264236151,0.819444727,2,3,1,1,1,2,2,3,1,2,2,1,3,2,2,2,3,2,3,3,1,1,1,2,3,2,2,3,2,1,4,3,2,3,3,2,6.131907243,5.256958153,4.653820101,4.08905688,4.147367108,4.806797048,5.31993844,4.855119203,4.977723605,5.231138136,5.125123273,4.881664204,4.951220914,4.828775865,4.434441152,5.388349908,5.008003672,5.507801919,4.91E-49,12.5,656
A5Z2V2,,NA,-0.073408955,1.918878566,2.312724268,2.725469955,NA,-0.10648233,0.202787757,0.010148906,0.554040281,1.056191169,NA,0.589680607,1.410236513,1.743713929,NA,0.514573173,1.951373195,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,6,3,6,1,2,3,3,4,2,1,3,3,4,0,2,3,4.67956416,6.614928838,7.581471774,7.058653742,7.465947662,4.813467564,6.837645246,6.637429685,6.69197393,7.287353773,7.370605601,4.757069426,6.702128838,6.935839661,6.958396631,NA,6.450680109,7.039691662,3.09E-25,22.4,98
Q564V0;Q95QM9;A5Z2V7,,-0.514803986,-0.07819992,0.194426876,0.043214748,0.161911487,-0.646162657,-0.087734382,-0.091530593,0.001241252,0.330283809,0.156514555,-0.685805625,-0.391877677,-0.116497841,0.123764007,-0.702834822,NA,0.083706809,3,2,3,2,2,3,3,3,3,3,2,3,3,2,3,2,0,3,4,2,3,3,3,4,4,4,5,4,4,4,4,3,4,2,0,3,6.691885651,5.597958315,6.315487528,6.444747222,6.129947557,5.96442464,6.422491349,6.283708189,6.354300562,6.666443096,6.410237192,6.277173555,6.320146286,6.198767021,6.044657333,6.220343485,NA,6.074779882,2.47E-70,14.7,387
