Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD06,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,Log2 Ratio L/H AgWTD17,Log2 Ratio L/H AgDAF2D01,Log2 Ratio L/H AgDAF2D06,Log2 Ratio L/H AgDAF2D12,Log2 Ratio L/H AgDAF2D17,Log2 Ratio L/H AgDAF2D22,Log2 Ratio L/H AgDAF2D28,Log2 Ratio L/H AgDAF16D01,Log2 Ratio L/H AgDAF16D06,Log2 Ratio L/H AgDAF16D12,Log2 Ratio L/H AgHSF1D01,Log2 Ratio L/H AgHSF1D06,Peptides AgWTD01.1,Peptides AgWTD01.2,Peptides AgWTD01.3,Peptides AgWTD01.4,Peptides AgWTD06,Peptides AgWTD12.1,Peptides AgWTD12.2,Peptides AgWTD12.3,Peptides AgWTD12.4,Peptides AgWTD17,Peptides AgDAF2D01,Peptides AgDAF2D06,Peptides AgDAF2D12,Peptides AgDAF2D17,Peptides AgDAF2D22,Peptides AgDAF2D28,Peptides AgDAF16D01,Peptides AgDAF16D06,Peptides AgDAF16D12,Peptides AgHSF1D01,Peptides AgHSF1D06,Ratio Count AgWTD01.1,Ratio Count AgWTD01.2,Ratio Count AgWTD01.3,Ratio Count AgWTD01.4,Ratio Count AgWTD06,Ratio Count AgWTD12.1,Ratio Count AgWTD12.2,Ratio Count AgWTD12.3,Ratio Count AgWTD12.4,Ratio Count AgWTD17,Ratio Count AgDAF2D01,Ratio Count AgDAF2D06,Ratio Count AgDAF2D12,Ratio Count AgDAF2D17,Ratio Count AgDAF2D22,Ratio Count AgDAF2D28,Ratio Count AgDAF16D01,Ratio Count AgDAF16D06,Ratio Count AgDAF16D12,Ratio Count AgHSF1D01,Ratio Count AgHSF1D06,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD06,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,log abs.LFQ AgWTD17,log abs.LFQ AgDAF2D01,log abs.LFQ AgDAF2D06,log abs.LFQ AgDAF2D12,log abs.LFQ AgDAF2D17,log abs.LFQ AgDAF2D22,log abs.LFQ AgDAF2D28,log abs.LFQ AgDAF16D01,log abs.LFQ AgDAF16D06,log abs.LFQ AgDAF16D12,log abs.LFQ AgHSF1D01,log abs.LFQ AgHSF1D06,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD06 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected,log abs.LFQ AgWTD17 Corrected,log abs.LFQ AgDAF2D01 Corrected,log abs.LFQ AgDAF2D06 Corrected,log abs.LFQ AgDAF2D12 Corrected,log abs.LFQ AgDAF2D17 Corrected,log abs.LFQ AgDAF2D22 Corrected,log abs.LFQ AgDAF2D28 Corrected,log abs.LFQ AgDAF16D01 Corrected,log abs.LFQ AgDAF16D06 Corrected,log abs.LFQ AgDAF16D12 Corrected,log abs.LFQ AgHSF1D01 Corrected,log abs.LFQ AgHSF1D06 Corrected
A4UVK2,,0.101427875,-0.147957881,-0.096126889,NA,0.304683166,0.425016912,0.142894837,0.216534964,0.290532899,-0.351967481,-0.527270557,0.173075317,0.502770871,0.435475496,0.324834444,-0.122871469,0.090050289,0.422095086,0.259996406,-0.056583528,0.474512391,6,6,4,1,4,5,5,4,4,2,2,3,5,3,2,2,5,4,4,4,4,9,10,7,1,6,6,8,5,6,2,3,4,7,4,3,6,7,8,6,9,9,6.851502953,6.738780558,6.152685756,5.388456453,6.384443024,6.368863082,6.969909572,6.386819886,6.422359994,6.239199342,6.349995899,6.389520466,7.696600993,6.656462358,6.308671107,6.084683498,6.435573644,6.295083059,6.470498693,6.330535521,6.499205794,2.67E-92,45.3,234,6.456564695,6.438768103,6.47065154,6.090630577,6.134463792,5.981024238,6.469085552,6.645747408,6.687428925,6.423531189,6.495250804,6.666565523,6.487860416,6.716337566,6.515681165,6.356652106,6.708287052,6.729540596,6.699739123,6.60972623,6.634577298
A4UVK7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52E-12,5.5,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4UVL1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-49,16.8,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4UZ35,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.991106407,NA,NA,NA,NA,NA,NA,NA,NA,7.99E-27,24.3,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78236583,NA,NA,NA,NA,NA,NA,NA,NA
A5A8P5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.162026432,NA,NA,NA,NA,NA,6.221466402,NA,NA,NA,NA,NA,NA,NA,NA,4.29E-74,36.6,112,NA,NA,NA,NA,NA,NA,5.661202413,NA,NA,NA,NA,NA,5.012725825,NA,NA,NA,NA,NA,NA,NA,NA
A5A8P8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35E-12,1.1,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5A8Q1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00058639,11.9,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5A8Q6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.188562904,NA,NA,NA,NA,NA,NA,5.92923495,NA,NA,NA,NA,NA,NA,NA,NA,5.86E-07,2.7,474,NA,NA,NA,NA,NA,4.800724061,NA,NA,NA,NA,NA,NA,4.720494373,NA,NA,NA,NA,NA,NA,NA,NA
O61843;A5A8Q9;B1V8A0;A5A8R0,unc-57,-0.416947805,NA,NA,NA,-0.723602246,1.112568313,0.916943251,NA,NA,NA,NA,NA,1.070421068,NA,NA,NA,NA,NA,0.560600265,NA,NA,3,1,0,0,1,3,5,0,0,0,0,0,6,1,1,0,0,1,1,0,1,4,1,0,0,2,2,6,0,0,0,0,0,12,1,1,0,0,1,2,0,1,5.189630658,4.581870047,NA,NA,4.912105095,6.014226429,6.06325828,NA,NA,NA,NA,NA,7.142670978,5.037147504,4.820306571,NA,NA,3.871870535,4.847480115,NA,4.719596424,4.73E-213,50.1,377,4.7946924,4.281857592,NA,NA,4.662125862,5.626387586,5.562434261,NA,NA,NA,NA,NA,5.933930401,5.097022712,5.027316629,NA,NA,4.306328072,5.076720545,NA,4.854967928
A5A8R1;Q5ZR35;Q5ZR41;Q5ZR36;Q5ZR39;Q5ZR40;Q5ZR42,mec-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03E-11,3.6,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5A8R5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68E-12,25,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5HU97;O45160,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.038063527,NA,NA,1.24E-170,50.5,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.267303957,NA,NA
A5HU98;P91425,guk-1,-2.175843923,-1.98935703,-1.903848112,NA,-2.065641239,NA,0.226206173,0.098752709,0.232429944,0.173351862,-1.882838656,0.124786119,1.148065106,1.63827655,1.883954695,1.76410142,-1.442757758,-1.853356969,0.853892246,NA,0.257252146,2,4,3,0,2,0,6,4,5,4,1,2,5,4,3,4,2,2,3,1,5,2,5,3,0,2,0,9,2,5,5,2,3,6,4,5,6,2,2,5,1,5,5.462143337,5.485934264,5.046846204,NA,5.177392192,NA,6.506694403,5.368621544,5.882575762,6.049179245,4.743917215,5.593108768,7.296511625,6.347173836,6.450387691,6.404046486,5.196037941,4.361614527,6.075948225,4.5434099,6.138144744,2.72E-181,61,205,5.067205079,5.185921809,5.364811988,NA,4.92741296,NA,6.005870384,5.627549066,6.147644694,6.233511092,4.889172119,5.870153824,6.087771048,6.407049045,6.657397749,6.676015095,5.46875135,4.796072064,6.305188655,4.822600609,6.273516249
A5HWA5;Q9U2F1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51E-06,7.2,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5HWA6;A5HWA7;A5HWA8;Q9U289,efl-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54E-08,16.9,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NES9;A5HWB2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016727,10.1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5JYR4,dab-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,0,5,4,4,1,3,1,1,1,5,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54E-110,22.4,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5JYR6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.230939206,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,NA,5.096771017,NA,4.434121606,4.168202747,NA,5.325577232,NA,5.022098297,NA,NA,NA,6.464355393,5.325125526,NA,NA,NA,NA,NA,4.241023219,NA,3.02E-32,41.5,142,NA,4.796758561,NA,5.13629573,3.918223514,NA,4.824753213,NA,5.287167229,NA,NA,NA,5.255614816,5.385000734,NA,NA,NA,NA,NA,4.520213928,NA
A5JYS1;A5JYS0,pcs-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93E-32,18.7,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5WRP6;A5JYS5;Q7JM28;Q18798,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84E-10,1.5,1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C6KRJ4;A5JYS6;Q5CZ44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00054704,10.3,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q19426-2;A5JYS7;Q19426,F13H10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-158,21.5,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5JYS8;Q19789,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.876916077,4.714656615,NA,NA,NA,NA,NA,NA,NA,3.12E-51,28.4,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6681755,4.774531823,NA,NA,NA,NA,NA,NA,NA
A5JYT2;Q17581,swsn-9,-0.591679417,-1.086919607,-0.898014819,-1.268853547,-1.101582847,0.89298175,0.639152565,0.236724415,0.636279429,NA,NA,NA,2.403465529,1.845390869,2.240724834,2.931920833,-0.984771612,-0.64800518,0.362473216,NA,0.407688884,4,3,4,3,5,5,5,5,3,1,1,1,9,4,3,2,3,2,3,1,4,5,6,5,3,6,5,7,5,5,1,1,1,20,5,6,5,4,2,5,1,3,5.561769016,5.405943681,5.288182131,4.49140372,5.676455825,6.27074869,6.112672017,5.066400476,5.340166395,5.23482088,4.795003596,4.884313806,7.219663101,5.803388825,5.715167358,5.617629298,4.972573081,4.73918455,5.255296632,4.486246237,4.911434616,8.68E-143,25.9,582,5.166830757,5.105931225,5.606147914,5.193577845,5.426476593,5.882909847,5.611847998,5.325327998,5.605235327,5.419152727,4.940258501,5.161358863,6.010922524,5.863264033,5.922177416,5.889597906,5.24528649,5.173642087,5.484537062,4.765436946,5.046806121
A5JYT3;A5JYT4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20E-18,24.9,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q17813;A5JYT6,ugt-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80E-05,2.4,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20130;A5JYT9;Q8WQF4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,5.057666104,NA,NA,NA,NA,NA,NA,5.143389569,NA,NA,NA,NA,4.755539481,NA,NA,1.25E-38,13.4,582,NA,NA,NA,NA,NA,NA,4.556842085,NA,NA,NA,NA,NA,NA,5.203264777,NA,NA,NA,NA,4.984779911,NA,NA
A5JYU1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13E-47,53.3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5JYU3;Q21798,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60E-43,16.4,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O44199;A5JYU5,rad-50,-1.311503115,-1.820444496,NA,NA,-1.184915004,0.659813764,0.669258048,0.719091183,0.423177987,0.910122243,NA,NA,0.959710717,NA,2.038124824,2.256286855,NA,-0.60767356,0.553002759,-1.069289713,-0.02672925,4,2,1,0,4,15,7,4,2,2,0,0,18,1,4,11,0,2,3,3,6,4,2,1,0,4,15,6,4,2,2,0,0,21,1,5,12,0,2,3,3,5,4.506383251,4.227372442,3.63877869,NA,4.366908349,5.828066686,5.333205373,4.882205673,4.486926128,4.330657235,NA,NA,6.787049365,4.39081151,5.058615797,5.55448916,NA,3.826690157,4.336779833,4.111800007,4.697107235,0,52,1298,4.111444992,3.927359987,3.956744474,NA,4.116929116,5.440227842,4.832381353,5.141133195,4.751995059,4.514989082,NA,NA,5.578308788,4.450686718,5.265625855,5.826457769,NA,4.261147694,4.566020263,4.390990716,4.832478739
A5JYU7;A5JYU6,lmd-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16E-05,12,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5JYW3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.715033451,NA,NA,NA,NA,NA,6.075692918,5.917211329,5.753031223,5.856160735,NA,NA,NA,NA,NA,8.07E-20,63.7,91,NA,NA,NA,NA,NA,NA,5.214209431,NA,NA,NA,NA,NA,4.866952341,5.977086537,5.960041281,6.128129343,NA,NA,NA,NA,NA
O01319;A5JYW9,sin-3,-1.035483152,-0.825704232,NA,NA,-1.083723966,0.864097444,0.494413897,0.8006763,0.649095461,1.040971781,NA,NA,1.768076127,1.455336575,1.443006615,1.085190584,NA,NA,NA,NA,0.566784136,4,4,1,0,5,9,11,4,3,4,1,1,17,2,6,5,0,1,1,1,7,5,6,1,0,5,14,17,4,3,5,1,1,37,3,8,7,0,1,1,1,8,4.694315573,5.380156952,3.548573662,NA,5.100990523,5.897660074,5.978737299,4.96736074,4.8440607,5.178170885,3.748784772,3.776156158,7.175569793,4.631616235,5.153174379,5.011739561,NA,2.927344695,4.702352977,4.54540609,5.279164843,1.26E-193,27,1505,4.299377315,5.080144496,3.866539446,NA,4.851011291,5.509821231,5.47791328,5.226288262,5.109129631,5.362502732,3.894039677,4.053201215,5.966829216,4.691491443,5.360184437,5.28370817,NA,3.361802232,4.931593407,4.824596799,5.414536347
P90947;A5JYX3,hmp-1,NA,NA,NA,NA,-0.554736183,NA,0.362083767,0.748602047,NA,0.923851403,NA,NA,1.358675941,2.619536511,1.84114597,1.663373834,NA,NA,NA,NA,0.481928209,0,1,1,0,2,0,3,2,0,2,1,0,2,2,2,3,0,0,1,1,2,0,1,1,0,2,0,4,3,0,2,1,0,3,2,3,4,0,0,1,1,2,NA,4.393153865,3.540592225,NA,5.034708651,NA,5.725576803,5.059828382,NA,4.835899743,3.981510552,NA,6.667929015,5.468745989,5.089092256,5.277196496,NA,NA,4.194514342,3.945562131,5.137860282,1.14E-136,27.2,927,NA,4.09314141,3.858558009,NA,4.784729419,NA,5.224752783,5.318755904,NA,5.02023159,4.126765457,NA,5.459188438,5.528621197,5.296102314,5.549165104,NA,NA,4.423754772,4.22475284,5.273231787
A5JYX4;A5JYX5;A5JYX6,dhs-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19614854,NA,NA,NA,4.633801624,NA,NA,3.702912818,NA,NA,NA,0,62.5,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.341403445,NA,NA,NA,4.840811682,NA,NA,4.137370355,NA,NA,NA
