Kf symbol,Kf Id,Kf Id2,Human symbol,Human Ensembl Id,Human Ensembl Protein Id
epha4,XM_015952151.1,XP_015807637.1,EPHA4,ENSG00000116106,ENSP00000281821
LOC107394897,XM_015974076.1,XP_015829562.1,ZBTB22,ENSG00000236104,ENSP00000404403
LOC107379835,XM_015950783.1,XP_015806269.1,SYNDIG1,ENSG00000101463,ENSP00000366058
LOC107375910,XM_015944735.1,XP_015800221.1,SCD,ENSG00000099194,ENSP00000359380
garem2,XM_015947637.1,XP_015803123.1,GAREM2,ENSG00000157833,ENSP00000384593
vprbp,XM_015968110.1,XP_015823596.1,VPRBP,ENSG00000145041,ENSP00000393183
LOC107393650,XM_015972174.1,XP_015827660.1,SYN1,ENSG00000008056,ENSP00000295987
smchd1,XM_015954676.1,XP_015810162.1,SMCHD1,ENSG00000101596,ENSP00000326603
yes1,XM_015954668.1,XP_015810154.1,YES1,ENSG00000176105,ENSP00000464380
cdk7,XM_015972545.1,XP_015828031.1,CDK7,ENSG00000134058,ENSP00000256443
rdh13,XM_015963408.1,XP_015818894.1,RDH13,ENSG00000160439,ENSP00000391121
hoxd3,XM_015966456.1,XP_015821942.1,HOXD3,ENSG00000128652,ENSP00000249440
LOC107381216,XM_015952788.1,XP_015808274.1,USH2A,ENSG00000042781,ENSP00000305941
galnt7,XM_015975288.1,XP_015830774.1,GALNT7,ENSG00000109586,ENSP00000265000
LOC107372974,XM_015941166.1,XP_015796652.1,PCDHGA6,ENSG00000253731,ENSP00000429601
LOC107384492,XM_015957766.1,XP_015813252.1,TMEM125,ENSG00000179178,ENSP00000429275
tmem144,XM_015954194.1,XP_015809680.1,TMEM144,ENSG00000164124,ENSP00000296529
slc30a7,XM_015971230.1,XP_015826716.1,SLC30A7,ENSG00000162695,ENSP00000350278
LOC107387906,XM_015963165.1,XP_015818651.1,PCDH15,ENSG00000150275,ENSP00000484703
LOC107372629,XM_015940843.1,XP_015796329.1,NINL,ENSG00000101004,ENSP00000278886
gcat,XM_015945238.1,XP_015800724.1,GCAT,ENSG00000100116,ENSP00000371110
LOC107374524,XM_015942678.1,XP_015798164.1,NR2F6,ENSG00000160113,ENSP00000291442
bcl6,XM_015962367.1,XP_015817853.1,BCL6,ENSG00000113916,ENSP00000232014
rps15a,XM_015970923.1,XP_015826409.1,RPS15A,ENSG00000134419,ENSP00000318646
atp5b,XM_015952426.1,XP_015807912.1,ATP5B,ENSG00000110955,ENSP00000262030
LOC107390924,XM_015967931.1,XP_015823417.1,HNRNPA1,ENSG00000135486,ENSP00000341826
LOC107372921,XM_015941116.1,XP_015796602.1,CHML,ENSG00000203668,ENSP00000355511
LOC107385900,XM_015960060.1,XP_015815546.1,HESX1,ENSG00000163666,ENSP00000295934
rnf216,XM_015945396.1,XP_015800882.1,RNF216,ENSG00000011275,ENSP00000374552
samd11,XM_015967684.1,XP_015823170.1,SAMD11,ENSG00000187634,ENSP00000482138
LOC107392112,XM_015969705.1,XP_015825191.1,TNPO2,ENSG00000105576,ENSP00000407182
LOC107378688,XM_015949033.1,XP_015804519.1,TWIST2,ENSG00000233608,ENSP00000482581
brdt,XM_015962330.1,XP_015817816.1,BRDT,ENSG00000137948,ENSP00000387822
LOC107385118,XM_015958772.1,XP_015814258.1,TKT,ENSG00000163931,ENSP00000391481
LOC107385614,XM_015959608.1,XP_015815094.1,TANK,ENSG00000136560,ENSP00000376505
LOC107376213,XM_015945201.1,XP_015800687.1,DDX39B,ENSG00000198563,ENSP00000379475
clcf1,XM_015946055.1,XP_015801541.1,CLCF1,ENSG00000175505,ENSP00000309338
plekhs1,XM_015963124.1,XP_015818610.1,PLEKHS1,ENSG00000148735,ENSP00000358316
shmt2,XM_015959165.1,XP_015814651.1,SHMT2,ENSG00000182199,ENSP00000333667
LOC107372716,XM_015940919.1,XP_015796405.1,COL21A1,ENSG00000124749,ENSP00000244728
nfyc,XM_015973958.1,XP_015829444.1,NFYC,ENSG00000066136,ENSP00000312617
LOC107381221,XM_015952797.1,XP_015808283.1,ZBED4,ENSG00000100426,ENSP00000216268
p2rx6,XM_015972610.1,XP_015828096.1,P2RX2,ENSG00000187848,ENSP00000343339
stxbp5l,XM_015966780.1,XP_015822266.1,STXBP5L,ENSG00000145087,ENSP00000273666
LOC107376907,XM_015946234.1,XP_015801720.1,CYP26B1,ENSG00000003137,ENSP00000001146
LOC107389958,XM_015966395.1,XP_015821881.1,PCDH8,ENSG00000136099,ENSP00000367177
LOC107382355,XM_015954472.1,XP_015809958.1,ZNF638,ENSG00000075292,ENSP00000386433
LOC107372555,XM_015940777.1,XP_015796263.1,ZNF225,ENSG00000256294,ENSP00000468686
fbxo7,XM_015963364.1,XP_015818850.1,FBXO7,ENSG00000100225,ENSP00000266087
LOC107392563,XM_015970442.1,XP_015825928.1,FILIP1,ENSG00000118407,ENSP00000237172
LOC107381300,XM_015952903.1,XP_015808389.1,SYT9,ENSG00000170743,ENSP00000324419
LOC107394339,XM_015973256.1,XP_015828742.1,ACSBG2,ENSG00000130377,ENSP00000465589
scml2,XM_015975562.1,XP_015831048.1,SCML2,ENSG00000102098,ENSP00000251900
LOC107383595,XM_015956349.1,XP_015811835.1,ATCAY,ENSG00000167654,ENSP00000470842
clcn7,XM_015945453.1,XP_015800939.1,CLCN7,ENSG00000103249,ENSP00000262318
LOC107376701,XM_015945960.1,XP_015801446.1,SEC14L1,ENSG00000129657,ENSP00000406030
adgra3,XM_015947012.1,XP_015802498.1,ADGRA3,ENSG00000152990,ENSP00000334952
acot7,XM_015967537.1,XP_015823023.1,ACOT7,ENSG00000097021,ENSP00000367086
ppp6r3,XM_015965597.1,XP_015821083.1,PPP6R3,ENSG00000110075,ENSP00000377390
LOC107382950,XM_015955316.1,XP_015810802.1,MYRIP,ENSG00000170011,ENSP00000301972
dkk1,XM_015944908.1,XP_015800394.1,DKK1,ENSG00000107984,ENSP00000363081
klhdc3,XM_015943935.1,XP_015799421.1,KLHDC3,ENSG00000124702,ENSP00000331562
LOC107373447,XM_015941577.1,XP_015797063.1,SRPK3,ENSG00000184343,ENSP00000420058
LOC107387951,XM_015963238.1,XP_015818724.1,PPP1CC,ENSG00000186298,ENSP00000341779
LOC107380700,XM_015952012.1,XP_015807498.1,BNIPL,ENSG00000163141,ENSP00000357927
csgr06h11orf53,XM_015952093.1,XP_015807579.1,C11orf53,ENSG00000150750,ENSP00000280325
slc6a17,XM_015967738.1,XP_015823224.1,SLC6A17,ENSG00000197106,ENSP00000330199
LOC107384348,XM_015957574.1,XP_015813060.1,CA2,ENSG00000104267,ENSP00000285379
LOC107376883,XM_015946198.1,XP_015801684.1,CABP4,ENSG00000175544,ENSP00000324960
poli,XM_015960138.1,XP_015815624.1,POLI,ENSG00000101751,ENSP00000462664
LOC107391964,XM_015969486.1,XP_015824972.1,TULP4,ENSG00000130338,ENSP00000356064
LOC107390873,XM_015967863.1,XP_015823349.1,B4GALNT1,ENSG00000135454,ENSP00000341562
LOC107388423,XM_015963945.1,XP_015819431.1,AKR1D1,ENSG00000122787,ENSP00000242375
LOC107386825,XM_015961446.1,XP_015816932.1,IRF1,ENSG00000125347,ENSP00000384406
snapc2,XM_015940746.1,XP_015796232.1,SNAPC2,ENSG00000104976,ENSP00000221573
LOC107395368,XM_015974742.1,XP_015830228.1,CYP2J2,ENSG00000134716,ENSP00000360247
LOC107377946,XM_015947922.1,XP_015803408.1,INA,ENSG00000148798,ENSP00000358865
LOC107373549,XM_015941669.1,XP_015797155.1,CCL25,ENSG00000131142,ENSP00000324756
LOC107372785,XM_015940993.1,XP_015796479.1,CSMD3,ENSG00000164796,ENSP00000297405
LOC107387686,XM_015962799.1,XP_015818285.1,COX10,ENSG00000006695,ENSP00000261643
LOC107393910,XM_015972531.1,XP_015828017.1,HOMER1,ENSG00000152413,ENSP00000334382
LOC107374676,XM_015942835.1,XP_015798321.1,ITPKB,ENSG00000143772,ENSP00000411152
LOC107390357,XM_015967009.1,XP_015822495.1,P2RY1,ENSG00000169860,ENSP00000304767
dfnb59,XM_015958065.1,XP_015813551.1,DFNB59,ENSG00000204311,ENSP00000364271
LOC107393549,XM_015971995.1,XP_015827481.1,CSMD2,ENSG00000121904,ENSP00000362479
LOC107394916,XM_015974129.1,XP_015829615.1,TLN1,ENSG00000137076,ENSP00000316029
LOC107390070,XM_015966574.1,XP_015822060.1,FAP,ENSG00000078098,ENSP00000188790
iyd,XM_015974463.1,XP_015829949.1,IYD,ENSG00000009765,ENSP00000229447
LOC107382445,XM_015954576.1,XP_015810062.1,SLIT1,ENSG00000187122,ENSP00000266058
pbx1,XM_015962298.1,XP_015817784.1,PBX1,ENSG00000185630,ENSP00000405890
zfhx2,XM_015954946.1,XP_015810432.1,ZFHX2,ENSG00000136367,ENSP00000413418
LOC107390348,XM_015966989.1,XP_015822475.1,ARHGEF7,ENSG00000102606,ENSP00000364893
nfrkb,XM_015960765.1,XP_015816251.1,NFRKB,ENSG00000170322,ENSP00000436926
LOC107379409,XM_015950140.1,XP_015805626.1,FTH1,ENSG00000167996,ENSP00000484477
ngb,XM_015970137.1,XP_015825623.1,NGB,ENSG00000165553,ENSP00000298352
LOC107377006,XM_015946374.1,XP_015801860.1,CRYBB1,ENSG00000100122,ENSP00000215939
rftn2,XM_015965764.1,XP_015821250.1,RFTN2,ENSG00000162944,ENSP00000295049
lrtm2,XM_015958964.1,XP_015814450.1,LRTM2,ENSG00000166159,ENSP00000446278
trub2,XM_015958854.1,XP_015814340.1,TRUB2,ENSG00000167112,ENSP00000361982
plbd1,XM_015945344.1,XP_015800830.1,PLBD1,ENSG00000121316,ENSP00000240617
LOC107389363,XM_015965470.1,XP_015820956.1,OR1N1,ENSG00000171505,ENSP00000480866
LOC107394705,XM_015973770.1,XP_015829256.1,SERPINB1,ENSG00000021355,ENSP00000370115
znf276,XM_015965357.1,XP_015820843.1,ZNF276,ENSG00000158805,ENSP00000415836
dnah10,XM_015948578.1,XP_015804064.1,DNAH10,ENSG00000197653,ENSP00000386770
dlx6,XM_015955826.1,XP_015811312.1,DLX6,ENSG00000006377,ENSP00000428480
LOC107377419,XM_015946982.1,XP_015802468.1,RARRES3,ENSG00000133321,ENSP00000346431
s100z,XM_015943114.1,XP_015798600.1,S100Z,ENSG00000171643,ENSP00000483535
rpl9,XM_015954148.1,XP_015809634.1,RPL9,ENSG00000163682,ENSP00000400467
LOC107373988,XM_015942130.1,XP_015797616.1,PTRH2,ENSG00000141378,ENSP00000387180
LOC107377263,XM_015946772.1,XP_015802258.1,THAP4,ENSG00000176946,ENSP00000385006
synj1,XM_015961642.1,XP_015817128.1,SYNJ1,ENSG00000159082,ENSP00000409667
tdrp,XM_015947342.1,XP_015802828.1,TDRP,ENSG00000180190,ENSP00000408126
LOC107396891,XM_015976734.1,XP_015832220.1,ZNF28,ENSG00000198538,ENSP00000397693
LOC107388941,XM_015964755.1,XP_015820241.1,ZP1,ENSG00000149506,ENSP00000278853
LOC107395748,XM_015975197.1,XP_015830683.1,MYL4,ENSG00000198336,ENSP00000347055
dock4,XM_015957327.1,XP_015812813.1,DOCK4,ENSG00000128512,ENSP00000397412
LOC107392766,XM_015970738.1,XP_015826224.1,GSG1L,ENSG00000169181,ENSP00000394954
LOC107397366,XM_015977346.1,XP_015832832.1,ANXA3,ENSG00000138772,ENSP00000264908
pea15,XM_015946318.1,XP_015801804.1,PEA15,ENSG00000162734,ENSP00000357055
tmem161a,XM_015976242.1,XP_015831728.1,TMEM161A,ENSG00000064545,ENSP00000162044
LOC107375723,XM_015944422.1,XP_015799908.1,LGI1,ENSG00000108231,ENSP00000360472
eif4a2,XM_015957754.1,XP_015813240.1,EIF4A2,ENSG00000156976,ENSP00000398370
LOC107373469,XM_015941599.1,XP_015797085.1,PCDHGA2,ENSG00000081853,ENSP00000378077
plk3,XM_015956965.1,XP_015812451.1,PLK3,ENSG00000173846,ENSP00000361275
csgr04h20orf27,XM_015946464.1,XP_015801950.1,C20orf27,ENSG00000101220,ENSP00000217195
gpnmb,XM_015955816.1,XP_015811302.1,GPNMB,ENSG00000136235,ENSP00000371420
LOC107376909,XM_015946235.1,XP_015801721.1,EXOC6B,ENSG00000144036,ENSP00000489442
LOC107378100,XM_015948128.1,XP_015803614.1,EVL,ENSG00000196405,ENSP00000376652
LOC107380996,XM_015952435.1,XP_015807921.1,CLDN10,ENSG00000134873,ENSP00000299339
LOC107387681,XM_015962791.1,XP_015818277.1,SGCE,ENSG00000127990,ENSP00000405313
LOC107386396,XM_015960759.1,XP_015816245.1,BRD8,ENSG00000112983,ENSP00000254900
fgf2,XM_015951529.1,XP_015807015.1,FGF2,ENSG00000138685,ENSP00000478620
smyd5,XM_015949712.1,XP_015805198.1,SMYD5,ENSG00000135632,ENSP00000374152
scnm1,XM_015949876.1,XP_015805362.1,SCNM1,ENSG00000163156,ENSP00000357901
igflr1,XM_015940690.1,XP_015796176.1,IGFLR1,ENSG00000126246,ENSP00000466181
LOC107378164,XM_015948235.1,XP_015803721.1,NAGK,ENSG00000124357,ENSP00000477639
cisd3,XM_015976159.1,XP_015831645.1,CISD3,ENSG00000277972,ENSP00000483781
LOC107396365,XM_015976054.1,XP_015831540.1,GFI1,ENSG00000162676,ENSP00000399719
LOC107394981,XM_015974225.1,XP_015829711.1,KCNN2,ENSG00000080709,ENSP00000487849
tmem163,XM_015966736.1,XP_015822222.1,TMEM163,ENSG00000152128,ENSP00000281924
LOC107384862,XM_015958346.1,XP_015813832.1,NUDT4,ENSG00000173598,ENSP00000338352
LOC107387373,XM_015962308.1,XP_015817794.1,GNG7,ENSG00000176533,ENSP00000371594
LOC107378171,XM_015948243.1,XP_015803729.1,IMPG2,ENSG00000081148,ENSP00000193391
timm50,XM_015950813.1,XP_015806299.1,TIMM50,ENSG00000105197,ENSP00000445806
polr1e,XM_015954164.1,XP_015809650.1,POLR1E,ENSG00000137054,ENSP00000367023
LOC107384850,XM_015958329.1,XP_015813815.1,ASCL5,ENSG00000232237,ENSP00000469019
nadk,XM_015966964.1,XP_015822450.1,NADK,ENSG00000008130,ENSP00000367890
megf11,XM_015964392.1,XP_015819878.1,MEGF11,ENSG00000157890,ENSP00000378976
LOC107374175,XM_015942316.1,XP_015797802.1,C16orf89,ENSG00000153446,ENSP00000417158
tfap2e,XM_015949497.1,XP_015804983.1,TFAP2B,ENSG00000008196,ENSP00000377265
heatr1,XM_015962535.1,XP_015818021.1,HEATR1,ENSG00000119285,ENSP00000355541
cfap58,XM_015960692.1,XP_015816178.1,CFAP58,ENSG00000120051,ENSP00000358718
LOC107381708,XM_015953531.1,XP_015809017.1,PDE8A,ENSG00000073417,ENSP00000378056
LOC107396427,XM_015976148.1,XP_015831634.1,CCDC175,ENSG00000151838,ENSP00000452964
LOC107381845,XM_015953752.1,XP_015809238.1,APH1A,ENSG00000117362,ENSP00000358105
LOC107374126,XM_015942279.1,XP_015797765.1,MESP2,ENSG00000188095,ENSP00000342392
cenpu,XM_015967565.1,XP_015823051.1,CENPU,ENSG00000151725,ENSP00000281453
LOC107373502,XM_015941631.1,XP_015797117.1,ICK,ENSG00000112144,ENSP00000349458
spata2l,XM_015965363.1,XP_015820849.1,SPATA2,ENSG00000158480,ENSP00000416799
LOC107396185,XM_015975768.1,XP_015831254.1,HERC2,ENSG00000128731,ENSP00000261609
LOC107387228,XM_015962074.1,XP_015817560.1,RAB32,ENSG00000118508,ENSP00000356465
LOC107384512,XM_015957800.1,XP_015813286.1,ADARB1,ENSG00000197381,ENSP00000435381
otud6b,XM_015973853.1,XP_015829339.1,OTUD6B,ENSG00000155100,ENSP00000483706
lrrcc1,XM_015956380.1,XP_015811866.1,LRRCC1,ENSG00000133739,ENSP00000353538
LOC107380314,XM_015951488.1,XP_015806974.1,TMPRSS13,ENSG00000137747,ENSP00000394114
grb14,XM_015966567.1,XP_015822053.1,GRB14,ENSG00000115290,ENSP00000263915
LOC107395225,XM_015974551.1,XP_015830037.1,IL11RA,ENSG00000137070,ENSP00000326500
LOC107386441,XM_015960828.1,XP_015816314.1,KLHL10,ENSG00000161594,ENSP00000293303
anxa5,XM_015951264.1,XP_015806750.1,ANXA5,ENSG00000164111,ENSP00000296511
csgr04h4orf48,XM_015946774.1,XP_015802260.1,C4orf48,ENSG00000243449,ENSP00000386807
LOC107386618,XM_015961143.1,XP_015816629.1,TMEM88,ENSG00000167874,ENSP00000301599
LOC107396587,XM_015976358.1,XP_015831844.1,TAF10,ENSG00000166337,ENSP00000299424
znf839,XM_015969287.1,XP_015824773.1,ZNF839,ENSG00000022976,ENSP00000399863
gpsm2,XM_015957113.1,XP_015812599.1,GPSM2,ENSG00000121957,ENSP00000264126
usp43,XM_015954446.1,XP_015809932.1,USP43,ENSG00000154914,ENSP00000285199
itpka,XM_015969993.1,XP_015825479.1,ITPKA,ENSG00000137825,ENSP00000260386
LOC107378960,XM_015949478.1,XP_015804964.1,PRRT1,ENSG00000204314,ENSP00000211413
LOC107384358,XM_015957590.1,XP_015813076.1,KIAA1217,ENSG00000120549,ENSP00000365637
slc16a7,XM_015953702.1,XP_015809188.1,SLC16A7,ENSG00000118596,ENSP00000261187
LOC107376118,XM_015945059.1,XP_015800545.1,UBE2K,ENSG00000078140,ENSP00000261427
LOC107376462,XM_015945563.1,XP_015801049.1,SOX8,ENSG00000005513,ENSP00000293894
proser3,XM_015940682.1,XP_015796168.1,PROSER3,ENSG00000167595,ENSP00000380116
zdhhc1,XM_015953232.1,XP_015808718.1,ZDHHC1,ENSG00000159714,ENSP00000340299
emc3,XM_015959807.1,XP_015815293.1,EMC3,ENSG00000125037,ENSP00000245046
LOC107387252,XM_015962111.1,XP_015817597.1,WAPL,ENSG00000062650,ENSP00000481451
LOC107391198,XM_015968347.1,XP_015823833.1,NOL4L,ENSG00000197183,ENSP00000483523
LOC107374776,XM_015943031.1,XP_015798517.1,NTNG2,ENSG00000196358,ENSP00000376921
LOC107389703,XM_015965968.1,XP_015821454.1,STAG2,ENSG00000101972,ENSP00000360187
LOC107394574,XM_015973574.1,XP_015829060.1,KCNN3,ENSG00000143603,ENSP00000481848
LOC107379298,XM_015949998.1,XP_015805484.1,SIGLEC14,ENSG00000254415,ENSP00000354090
psmd2,XM_015952136.1,XP_015807622.1,PSMD2,ENSG00000175166,ENSP00000310129
LOC107392864,XM_015970914.1,XP_015826400.1,OCLN,ENSG00000197822,ENSP00000379719
LOC107389298,XM_015965364.1,XP_015820850.1,TINF2,ENSG00000092330,ENSP00000267415
LOC107385745,XM_015959831.1,XP_015815317.1,KCNB1,ENSG00000158445,ENSP00000489193
tdrd9,XM_015970055.1,XP_015825541.1,TDRD9,ENSG00000156414,ENSP00000387303
LOC107397287,XM_015977219.1,XP_015832705.1,ZNF226,ENSG00000167380,ENSP00000336719
LOC107375881,XM_015944692.1,XP_015800178.1,PANK1,ENSG00000152782,ENSP00000302108
LOC107380938,XM_015952391.1,XP_015807877.1,NRG2,ENSG00000158458,ENSP00000289422
LOC107392625,XM_015970521.1,XP_015826007.1,ABCA1,ENSG00000165029,ENSP00000363868
LOC107377705,XM_015947489.1,XP_015802975.1,RPL36A,ENSG00000241343,ENSP00000483017
casc4,XM_015953151.1,XP_015808637.1,CASC4,ENSG00000166734,ENSP00000299957
LOC107377018,XM_015946383.1,XP_015801869.1,COL4A6,ENSG00000197565,ENSP00000378340
ttc39c,XM_015956855.1,XP_015812341.1,TTC39C,ENSG00000168234,ENSP00000323645
reep1,XM_015970071.1,XP_015825557.1,REEP2,ENSG00000132563,ENSP00000367590
capn6,XM_015960827.1,XP_015816313.1,CAPN5,ENSG00000149260,ENSP00000409996
txndc15,XM_015961501.1,XP_015816987.1,TXNDC15,ENSG00000113621,ENSP00000351157
LOC107387818,XM_015963017.1,XP_015818503.1,GPX5,ENSG00000224586,ENSP00000392398
LOC107379816,XM_015950740.1,XP_015806226.1,CLDN4,ENSG00000189143,ENSP00000342445
taf12,XM_015950116.1,XP_015805602.1,TAF12,ENSG00000120656,ENSP00000263974
LOC107375520,XM_015944089.1,XP_015799575.1,XPO1,ENSG00000082898,ENSP00000385559
znf292,XM_015969940.1,XP_015825426.1,ZNF292,ENSG00000188994,ENSP00000358590
LOC107376962,XM_015946304.1,XP_015801790.1,ZNF536,ENSG00000198597,ENSP00000347730
ppp1r13l,XM_015950777.1,XP_015806263.1,TP53BP2,ENSG00000143514,ENSP00000341957
LOC107373426,XM_015941564.1,XP_015797050.1,KPNB1,ENSG00000108424,ENSP00000290158
rims1,XM_015945509.1,XP_015800995.1,RIMS1,ENSG00000079841,ENSP00000428417
neurod1,XM_015965953.1,XP_015821439.1,NEUROD1,ENSG00000162992,ENSP00000295108
rps2,XM_015945697.1,XP_015801183.1,RPS2,ENSG00000140988,ENSP00000341885
LOC107373192,XM_015941356.1,XP_015796842.1,HLA-DPA1,ENSG00000231389,ENSP00000393566
LOC107387955,XM_015963246.1,XP_015818732.1,ADPRH,ENSG00000144843,ENSP00000417430
LOC107387775,XM_015962949.1,XP_015818435.1,PTPRE,ENSG00000132334,ENSP00000254667
kcnj3,XM_015966622.1,XP_015822108.1,KCNJ3,ENSG00000162989,ENSP00000295101
LOC107377151,XM_015946589.1,XP_015802075.1,SLC12A3,ENSG00000070915,ENSP00000402152
hoxa2,XM_015955929.1,XP_015811415.1,HOXA2,ENSG00000105996,ENSP00000222718
LOC107376168,XM_015945120.1,XP_015800606.1,C17orf97,ENSG00000187624,ENSP00000353245
LOC107394779,XM_015973870.1,XP_015829356.1,GPR12,ENSG00000132975,ENSP00000370844
LOC107385170,XM_015958867.1,XP_015814353.1,RHO,ENSG00000163914,ENSP00000296271
twist1,XM_015955871.1,XP_015811357.1,TWIST2,ENSG00000233608,ENSP00000482581
rp1l1,XM_015947075.1,XP_015802561.1,RP1L1,ENSG00000183638,ENSP00000371923
LOC107381497,XM_015953196.1,XP_015808682.1,ANXA2,ENSG00000182718,ENSP00000346032
dvl3,XM_015950874.1,XP_015806360.1,DVL3,ENSG00000161202,ENSP00000316054
LOC107383900,XM_015956793.1,XP_015812279.1,GPT,ENSG00000167701,ENSP00000378408
LOC107386121,XM_015960317.1,XP_015815803.1,GIMAP7,ENSG00000179144,ENSP00000315474
slc3a2,XM_015952380.1,XP_015807866.1,SLC3A2,ENSG00000168003,ENSP00000367123
tkt,XM_015967436.1,XP_015822922.1,TKT,ENSG00000163931,ENSP00000391481
LOC107386458,XM_015960857.1,XP_015816343.1,SPTBN1,ENSG00000115306,ENSP00000479037
LOC107389029,XM_015964886.1,XP_015820372.1,PTPRJ,ENSG00000149177,ENSP00000479342
purg,XM_015974240.1,XP_015829726.1,PURG,ENSG00000172733,ENSP00000418721
LOC107383135,XM_015955597.1,XP_015811083.1,CLDN11,ENSG00000013297,ENSP00000064724
nr5a1,XM_015972428.1,XP_015827914.1,NR5A2,ENSG00000116833,ENSP00000356331
sstr2,XM_015963720.1,XP_015819206.1,SSTR2,ENSG00000180616,ENSP00000350198
hint1,XM_015944610.1,XP_015800096.1,HINT1,ENSG00000169567,ENSP00000304229
LOC107390843,XM_015967809.1,XP_015823295.1,DTX3,ENSG00000178498,ENSP00000448696
LOC107383630,XM_015956395.1,XP_015811881.1,ZBED4,ENSG00000100426,ENSP00000216268
mis18bp1,XM_015970031.1,XP_015825517.1,MIS18BP1,ENSG00000129534,ENSP00000309790
LOC107385125,XM_015958788.1,XP_015814274.1,ITIH4,ENSG00000055955,ENSP00000417824
LOC107380652,XM_015951949.1,XP_015807435.1,CASR,ENSG00000036828,ENSP00000420194
LOC107387522,XM_015962541.1,XP_015818027.1,HTR3A,ENSG00000166736,ENSP00000347754
LOC107379583,XM_015950392.1,XP_015805878.1,KLHL3,ENSG00000146021,ENSP00000312397
ttll1,XM_015960238.1,XP_015815724.1,TTLL1,ENSG00000100271,ENSP00000266254
LOC107390240,XM_015966852.1,XP_015822338.1,DHRSX,ENSG00000169084,ENSP00000334113
kars,XM_015952964.1,XP_015808450.1,KARS,ENSG00000065427,ENSP00000325448
LOC107390166,XM_015966729.1,XP_015822215.1,MAP3K19,ENSG00000176601,ENSP00000365005
LOC107375976,XM_015944827.1,XP_015800313.1,GPR26,ENSG00000154478,ENSP00000284674
rnf20,XM_015944187.1,XP_015799673.1,RNF40,ENSG00000103549,ENSP00000325677
LOC107391339,XM_015968611.1,XP_015824097.1,KRT8,ENSG00000170421,ENSP00000449404
csgr10h3orf18,XM_015958969.1,XP_015814455.1,C3orf18,ENSG00000088543,ENSP00000404913
LOC107380284,XM_015951451.1,XP_015806937.1,SLC30A1,ENSG00000170385,ENSP00000355968
ap4m1,XM_015961979.1,XP_015817465.1,AP4M1,ENSG00000221838,ENSP00000403663
LOC107376484,XM_015945594.1,XP_015801080.1,PCDHA3,ENSG00000255408,ENSP00000429808
LOC107375655,XM_015944301.1,XP_015799787.1,TMEM42,ENSG00000169964,ENSP00000306564
LOC107374586,XM_015942746.1,XP_015798232.1,THAP11,ENSG00000168286,ENSP00000304689
LOC107395602,XM_015975011.1,XP_015830497.1,ZKSCAN2,ENSG00000155592,ENSP00000331626
LOC107377977,XM_015947960.1,XP_015803446.1,ADCY3,ENSG00000138031,ENSP00000384484
msmp,XM_015946771.1,XP_015802257.1,MSMP,ENSG00000215183,ENSP00000419194
LOC107393834,XM_015972444.1,XP_015827930.1,ALDH3B1,ENSG00000006534,ENSP00000473990
atg4c,XM_015970997.1,XP_015826483.1,ATG4C,ENSG00000125703,ENSP00000360161
LOC107372357,XM_015940561.1,XP_015796047.1,CD53,ENSG00000143119,ENSP00000271324
aass,XM_015965646.1,XP_015821132.1,AASS,ENSG00000008311,ENSP00000403768
LOC107379469,XM_015950235.1,XP_015805721.1,ZNF282,ENSG00000170265,ENSP00000477841
myo5b,XM_015943311.1,XP_015798797.1,MYO5B,ENSG00000167306,ENSP00000285039
LOC107388506,XM_015964079.1,XP_015819565.1,PARP6,ENSG00000137817,ENSP00000287196
atp6v1d,XM_015947493.1,XP_015802979.1,ATP6V1D,ENSG00000100554,ENSP00000216442
LOC107391434,XM_015968751.1,XP_015824237.1,FAM110B,ENSG00000169122,ENSP00000355204
LOC107396813,XM_015976664.1,XP_015832150.1,KIF5C,ENSG00000168280,ENSP00000393379
LOC107391316,XM_015968570.1,XP_015824056.1,CHRNA4,ENSG00000101204,ENSP00000359285
LOC107396711,XM_015976536.1,XP_015832022.1,GRIN3A,ENSG00000198785,ENSP00000355155
LOC107386077,XM_015960253.1,XP_015815739.1,ODF2,ENSG00000136811,ENSP00000403453
aimp1,XM_015943701.1,XP_015799187.1,AIMP1,ENSG00000164022,ENSP00000378191
ripk2,XM_015975804.1,XP_015831290.1,RIPK2,ENSG00000104312,ENSP00000220751
