From	To
A5D8T8	ENSP00000377304
A5D8T8	ENSP00000454685
A5D8T8	ENSP00000484176
A5D8V6	ENSP00000301765
A5D8V7	ENSP00000348757
A5D8W1	ENSP00000373948
A5D8W1	ENSP00000411234
A5D8W1	ENSP00000419549
A5LHX3	ENSP00000386212
A5PKW4	ENSP00000020673
A5PKW4	ENSP00000384830
A5PKW4	ENSP00000481250
A5PL33	ENSP00000317165
A5PL33	ENSP00000420112
A5PLK6	ENSP00000457748
A5PLL1	ENSP00000339802
A5PLL7	ENSP00000360713
A5PLL7	ENSP00000360715
A5PLN9	ENSP00000231526
A5PLN9	ENSP00000382367
A5PLN9	ENSP00000409231
A5PLN9	ENSP00000423405
A5X5Y0	ENSP00000335511
A5X5Y0	ENSP00000401444
A5X5Y0	ENSP00000401900
A5X5Y0	ENSP00000395833
A5X5Y0	ENSP00000406050
A5YKK6	ENSP00000320949
A5YKK6	ENSP00000413113
A5YKK6	ENSP00000456649
A5YKK6	ENSP00000455635
A5YM72	ENSP00000308268
A5YM72	ENSP00000389009
A5YM72	ENSP00000431670
A6BM72	ENSP00000288745
A6BM72	ENSP00000386908
A6BM72	ENSP00000414475
A6H8M9	ENSP00000341302
A6H8M9	ENSP00000391409
A6H8Y1	ENSP00000351575
A6H8Y1	ENSP00000482469
A6NC05	ENSP00000453964
A6NC05	ENSP00000454153
A6NC05	ENSP00000475810
A6NC42	ENSP00000359396
A6NC51	ENSP00000320757
A6NC86	ENSP00000457623
A6NC86	ENSP00000456310
A6NC86	ENSP00000457369
A6NC86	ENSP00000469886
A6NC86	ENSP00000479240
A6NC98	ENSP00000301897
A6NC98	ENSP00000349238
A6NCC3	ENSP00000423159
A6NCE7	ENSP00000450524
A6NCI4	ENSP00000374049
A6NCI4	ENSP00000456513
A6NCK2	ENSP00000492767
A6NCK2	ENSP00000492719
A6NCL1	ENSP00000406164
A6NCL2	ENSP00000479730
A6NCM1	ENSP00000482119
A6NCQ9	ENSP00000343799
A6NCQ9	ENSP00000382330
A6NCS4	ENSP00000320089
A6NCV1	ENSP00000342836
A6NCW0	ENSP00000485323
A6NCW7	ENSP00000485243
A6ND01	ENSP00000332963
A6ND01	ENSP00000416935
A6ND36	ENSP00000343279
A6ND36	ENSP00000373647
A6ND48	ENSP00000339726
A6ND91	ENSP00000366114
A6ND91	ENSP00000373860
A6NDA9	ENSP00000361185
A6NDA9	ENSP00000438264
A6NDB9	ENSP00000344996
A6NDD5	ENSP00000331474
A6NDD5	ENSP00000450439
A6NDE4	ENSP00000372484
A6NDG6	ENSP00000330918
A6NDH6	ENSP00000493082
A6NDI0	ENSP00000330216
A6NDI0	ENSP00000481457
A6NDL8	ENSP00000448811
A6NDP7	ENSP00000386702
A6NDS4	ENSP00000478473
A6NDU8	ENSP00000371061
A6NDV4	ENSP00000367227
A6NDV4	ENSP00000367230
A6NDV4	ENSP00000367235
A6NDV4	ENSP00000395810
A6NDV4	ENSP00000497766
A6NDY0	ENSP00000405259
A6NDY0	ENSP00000408598
A6NE02	ENSP00000364515
A6NED2	ENSP00000377801
A6NED2	ENSP00000451963
A6NED7	ENSP00000359482
A6NEF3	ENSP00000421586
A6NEH6	ENSP00000388684
A6NEM1	ENSP00000481078
A6NEM1	ENSP00000479589
A6NER0	ENSP00000477822
A6NER0	ENSP00000482590
A6NET4	ENSP00000373194
A6NF34	ENSP00000480615
A6NF36	ENSP00000299415
A6NF83	ENSP00000455442
A6NF89	ENSP00000351211
A6NFA0	ENSP00000489585
A6NFA1	ENSP00000476820
A6NFC5	ENSP00000364084
A6NFC5	ENSP00000402790
A6NFC5	ENSP00000447766
A6NFC5	ENSP00000446514
A6NFC5	ENSP00000466793
A6NFD8	ENSP00000422140
A6NFD8	ENSP00000426033
A6NFE2	ENSP00000387617
A6NFE2	ENSP00000441688
A6NFE3	ENSP00000418678
A6NFH5	ENSP00000353650
A6NFI3	ENSP00000477706
A6NFK2	ENSP00000367214
A6NFN3	ENSP00000463653
A6NFN3	ENSP00000462007
A6NFQ2	ENSP00000349902
A6NFQ2	ENSP00000389100
A6NFQ2	ENSP00000441099
A6NFQ2	ENSP00000404265
A6NFQ2	ENSP00000412724
A6NFQ2	ENSP00000495809
A6NFQ7	ENSP00000365838
A6NFR6	ENSP00000493018
A6NFR6	ENSP00000493173
A6NFR6	ENSP00000492811
A6NFR6	ENSP00000496680
A6NFT4	ENSP00000333915
A6NFU0	ENSP00000329499
A6NFU8	ENSP00000368199
A6NFU8	ENSP00000437560
A6NFX1	ENSP00000342501
A6NFY4	ENSP00000386292
A6NFY4	ENSP00000404283
A6NFY7	ENSP00000368165
A6NFZ4	ENSP00000357889
A6NG13	ENSP00000421185
A6NGA9	ENSP00000340212
A6NGB0	ENSP00000489706
A6NGB7	ENSP00000342162
A6NGB9	ENSP00000242140
A6NGB9	ENSP00000386878
A6NGC4	ENSP00000331965
A6NGC4	ENSP00000479301
A6NGD5	ENSP00000365443
A6NGD5	ENSP00000435234
A6NGE7	ENSP00000333490
A6NGG8	ENSP00000332809
A6NGJ6	ENSP00000483764
A6NGN4	ENSP00000481973
A6NGN4	ENSP00000481683
A6NGN4	ENSP00000478309
A6NGN4	ENSP00000488003
A6NGN4	ENSP00000488324
A6NGN4	ENSP00000490751
A6NGN4	ENSP00000490779
A6NGN9	ENSP00000270642
A6NGQ2	ENSP00000359384
A6NGY1	ENSP00000312299
A6NGY5	ENSP00000369744
A6NGZ8	ENSP00000358542
A6NH00	ENSP00000326225
A6NH00	ENSP00000493286
A6NH11	ENSP00000328070
A6NH21	ENSP00000319796
A6NHA9	ENSP00000329056
A6NHC0	ENSP00000355837
A6NHG4	ENSP00000215770
A6NHG4	ENSP00000479063
A6NHG9	ENSP00000401706
A6NHG9	ENSP00000493226
A6NHJ4	ENSP00000373274
A6NHL2	ENSP00000369784
A6NHL2	ENSP00000418799
A6NHN0	ENSP00000330808
A6NHN6	ENSP00000411140
A6NHQ2	ENSP00000473383
A6NHQ4	ENSP00000484710
A6NHR9	ENSP00000326603
A6NHS7	ENSP00000370673
A6NHT5	ENSP00000350549
A6NHX0	ENSP00000484732
A6NHY2	ENSP00000471417
A6NI03	ENSP00000332969
A6NI15	ENSP00000281047
A6NI28	ENSP00000298815
A6NI56	ENSP00000373828
A6NI61	ENSP00000419712
A6NI73	ENSP00000404236
A6NI73	ENSP00000484372
A6NI73	ENSP00000482658
A6NI73	ENSP00000480436
A6NI73	ENSP00000484785
A6NI73	ENSP00000484775
A6NI73	ENSP00000483992
A6NI73	ENSP00000480204
A6NI73	ENSP00000484062
A6NI73	ENSP00000478354
A6NI73	ENSP00000480382
A6NI73	ENSP00000480458
A6NI73	ENSP00000483958
A6NI73	ENSP00000484869
A6NI73	ENSP00000482882
A6NI73	ENSP00000477785
A6NI79	ENSP00000347586
A6NI86	ENSP00000479362
A6NIH7	ENSP00000344942
A6NIJ9	ENSP00000329153
A6NIM6	ENSP00000340402
A6NIN4	ENSP00000490456
A6NIR3	ENSP00000363207
A6NIX2	ENSP00000466953
A6NJ46	ENSP00000428361
A6NJ46	ENSP00000429553
A6NJ69	ENSP00000327344
A6NJB7	ENSP00000342709
A6NJB7	ENSP00000445247
A6NJB7	ENSP00000472962
A6NJG6	ENSP00000335578
A6NJL1	ENSP00000351883
A6NJL1	ENSP00000466072
A6NJT0	ENSP00000314480
A6NJU9	ENSP00000429734
A6NJV1	ENSP00000332875
A6NJW4	ENSP00000367157
A6NJZ3	ENSP00000368986
A6NJZ7	ENSP00000390630
A6NK02	ENSP00000491320
A6NK06	ENSP00000366682
A6NK53	ENSP00000375820
A6NK58	ENSP00000309463
A6NK59	ENSP00000374252
A6NK59	ENSP00000419199
A6NK75	ENSP00000350418
A6NK89	ENSP00000485526
A6NKB5	ENSP00000258229
A6NKB5	ENSP00000340759
A6NKD2	ENSP00000314077
A6NKD9	ENSP00000369592
A6NKF1	ENSP00000482039
A6NKF2	ENSP00000368189
A6NKF7	ENSP00000455099
A6NKG5	ENSP00000435342
A6NKG5	ENSP00000497482
A6NKK0	ENSP00000346575
A6NKK0	ENSP00000492953
A6NKL6	ENSP00000372982
A6NKL6	ENSP00000463375
A6NKP2	ENSP00000473474
A6NKP2	ENSP00000492215
A6NKQ9	ENSP00000301407
A6NKT7	ENSP00000386588
A6NKW6	ENSP00000373726
A6NKX4	ENSP00000474621
A6NL08	ENSP00000368987
A6NL08	ENSP00000493430
A6NL26	ENSP00000353537
A6NL88	ENSP00000365503
A6NLE4	ENSP00000430818
A6NLE4	ENSP00000490990
A6NLF2	ENSP00000483981
A6NLI5	ENSP00000481815
A6NLJ0	ENSP00000369755
A6NLU0	ENSP00000392936
A6NLW8	ENSP00000452398
A6NLX4	ENSP00000456333
A6NM03	ENSP00000342697
A6NM03	ENSP00000493362
A6NM03	ENSP00000493311
A6NM10	ENSP00000384894
A6NM10	ENSP00000481577
A6NM11	ENSP00000333071
A6NM11	ENSP00000459551
A6NM28	ENSP00000462054
A6NM45	ENSP00000438400
A6NM62	ENSP00000294635
A6NM76	ENSP00000328402
A6NMB9	ENSP00000491756
A6NMB9	ENSP00000491257
A6NMD0	ENSP00000344430
A6NMK7	ENSP00000343900
A6NML5	ENSP00000334072
A6NML5	ENSP00000484106
A6NMN3	ENSP00000308292
A6NMS3	ENSP00000347003
A6NMS7	ENSP00000326324
A6NMT0	ENSP00000436881
A6NMX2	ENSP00000323714
A6NMX2	ENSP00000427633
A6NMX2	ENSP00000497422
A6NMZ2	ENSP00000341442
A6NMZ7	ENSP00000351310
A6NN14	ENSP00000469582
A6NN92	ENSP00000455469
A6NNA5	ENSP00000363254
A6NNA5	ENSP00000401653
A6NNB3	ENSP00000372059
A6NND4	ENSP00000304846
A6NND4	ENSP00000493318
A6NND4	ENSP00000493299
A6NND4	ENSP00000493416
A6NND4	ENSP00000493460
A6NNE9	ENSP00000333181
A6NNF4	ENSP00000432583
A6NNF4	ENSP00000471516
A6NNL5	ENSP00000342254
A6NNM3	ENSP00000479326
A6NNM8	ENSP00000491066
A6NNN8	ENSP00000299709
A6NNS2	ENSP00000327975
A6NNS2	ENSP00000459579
A6NNW6	ENSP00000345555
A6NNW6	ENSP00000358208
A6NNW6	ENSP00000387194
A6NNY8	ENSP00000483631
A6NP11	ENSP00000394248
A6NP61	ENSP00000344616
A6NP61	ENSP00000437289
A6PVC2	ENSP00000266182
A6PVI3	ENSP00000476955
A6PVI3	ENSP00000492033
A6PVL3	ENSP00000379607
A6PVL3	ENSP00000419705
A6PVS8	ENSP00000346414
A6PVS8	ENSP00000359948
A6PVS8	ENSP00000378524
A6PVS8	ENSP00000415319
A6QL63	ENSP00000280758
A6QL63	ENSP00000349690
A6QL63	ENSP00000413889
A6QL63	ENSP00000447319
A6QL63	ENSP00000448322
A7E2F4	ENSP00000352111
A7E2F4	ENSP00000402791
A7E2U8	ENSP00000368127
A7E2V4	ENSP00000381693
A7E2V4	ENSP00000474748
A7E2Y1	ENSP00000262873
A7KAX9	ENSP00000310561
A7KAX9	ENSP00000376425
A7KAX9	ENSP00000432862
A7MBM2	ENSP00000267889
A7MCY6	ENSP00000354777
A7MCY6	ENSP00000484395
A7MD48	ENSP00000267260
A7XYQ1	ENSP00000318900
A8CG34	ENSP00000476236
A8CG34	ENSP00000481575
A8K0R7	ENSP00000399863
A8K0R7	ENSP00000453363
A8K0R7	ENSP00000453109
A8K0Z3	ENSP00000485627
A8K2U0	ENSP00000299698
A8K2U0	ENSP00000438292
A8K4G0	ENSP00000376397
A8K5M9	ENSP00000341178
A8K7I4	ENSP00000234701
A8K7I4	ENSP00000378200
A8K830	ENSP00000381115
A8K830	ENSP00000434519
A8K830	ENSP00000484135
A8K830	ENSP00000481028
A8K830	ENSP00000492570
A8K855	ENSP00000360129
A8K8P3	ENSP00000383145
A8K8P3	ENSP00000383146
A8K8P3	ENSP00000402679
A8K8P3	ENSP00000443025
A8K8V0	ENSP00000378642
A8K8V0	ENSP00000420340
A8K979	ENSP00000300005
A8K979	ENSP00000350651
A8K979	ENSP00000454661
A8K979	ENSP00000455982
A8K979	ENSP00000457488
A8MPS7	ENSP00000292778
A8MPS7	ENSP00000381847
A8MPS7	ENSP00000402481
A8MPX8	ENSP00000331295
A8MPX8	ENSP00000373702
A8MPY1	ENSP00000420790
A8MPY1	ENSP00000481321
A8MQ03	ENSP00000351967
A8MQ14	ENSP00000464976
A8MQ27	ENSP00000358815
A8MQ27	ENSP00000429797
A8MQ27	ENSP00000430001
A8MQT2	ENSP00000343064
A8MRT5	ENSP00000440703
A8MRT5	ENSP00000430633
A8MSY1	ENSP00000422941
A8MT33	ENSP00000367911
A8MT65	ENSP00000437590
A8MT69	ENSP00000302951
A8MT69	ENSP00000376168
A8MT69	ENSP00000462015
A8MT70	ENSP00000305065
A8MT70	ENSP00000376517
A8MT70	ENSP00000376519
A8MT70	ENSP00000376520
A8MT70	ENSP00000390232
A8MTJ3	ENSP00000381339
A8MTJ6	ENSP00000478384
A8MTL3	ENSP00000382794
A8MTL3	ENSP00000397830
A8MTL9	ENSP00000386207
A8MTQ0	ENSP00000381486
A8MTT3	ENSP00000383895
A8MTT3	ENSP00000380254
A8MTT3	ENSP00000380403
A8MTT3	ENSP00000384331
A8MTT3	ENSP00000384813
A8MTY0	ENSP00000413411
A8MTY7	ENSP00000375149
A8MTY7	ENSP00000460369
A8MTZ0	ENSP00000432274
A8MTZ0	ENSP00000431936
A8MTZ0	ENSP00000432849
A8MTZ0	ENSP00000436622
A8MTZ0	ENSP00000433157
A8MTZ0	ENSP00000474675
A8MU46	ENSP00000382108
A8MUK1	ENSP00000425955
A8MUM7	ENSP00000375904
A8MUP2	ENSP00000431287
A8MUP6	ENSP00000465978
A8MUV8	ENSP00000485448
A8MUX0	ENSP00000375147
A8MUX0	ENSP00000460805
A8MUZ8	ENSP00000383020
A8MV65	ENSP00000373199
A8MV65	ENSP00000381436
A8MV81	ENSP00000381473
A8MVA2	ENSP00000375150
A8MVA2	ENSP00000460691
A8MVS5	ENSP00000380920
A8MVS5	ENSP00000468568
A8MVW0	ENSP00000293443
A8MVW5	ENSP00000340532
A8MVW5	ENSP00000377980
A8MVW5	ENSP00000390204
A8MVX0	ENSP00000381780
A8MVX0	ENSP00000387020
A8MW92	ENSP00000338269
A8MW92	ENSP00000378784
A8MW92	ENSP00000482945
A8MW95	ENSP00000488361
A8MW99	ENSP00000473370
A8MW99	ENSP00000496917
A8MWA4	ENSP00000492790
A8MWE9	ENSP00000481567
A8MWV9	ENSP00000397039
A8MWY0	ENSP00000402390
A8MWY0	ENSP00000413445
A8MX34	ENSP00000375148
A8MX34	ENSP00000461202
A8MX34	ENSP00000459109
A8MX76	ENSP00000385247
A8MXD5	ENSP00000382670
A8MXK1	ENSP00000386607
A8MXV4	ENSP00000380251
A8MXV6	ENSP00000382000
A8MXY4	ENSP00000472969
A8MXZ3	ENSP00000381488
A8MYU2	ENSP00000382770
A8MYV0	ENSP00000382097
A8MYZ0	ENSP00000491923
A8MYZ6	ENSP00000493184
A8MZ26	ENSP00000381247
A8MZ36	ENSP00000382086
A8MZ36	ENSP00000492399
A8MZ59	ENSP00000380053
A8MZ59	ENSP00000486698
A8MZ97	ENSP00000402915
A8TX70	ENSP00000309762
A9QM74	ENSP00000330878
A9QM74	ENSP00000491331
A9UHW6	ENSP00000245551
A9UHW6	ENSP00000321625
A9UHW6	ENSP00000463334
A9UHW6	ENSP00000462459
A9UHW6	ENSP00000484245
A9YTQ3	ENSP00000323816
A9YTQ3	ENSP00000424601
B0FP48	ENSP00000342938
B0I1T2	ENSP00000258787
B0L653	ENSP00000484782
B0L653	ENSP00000491226
B0L653	ENSP00000493588
B0YJ81	ENSP00000355308
B1AHC4	ENSP00000262731
B1AK53	ENSP00000367059
B1AK53	ENSP00000465308
B1AK53	ENSP00000496593
B1AKI9	ENSP00000262487
B1AL88	ENSP00000365080
B1ALY0	ENSP00000397839
B1APH4	ENSP00000392335
B2CW77	ENSP00000392204
B2CW77	ENSP00000489239
B2CW77	ENSP00000495113
B2RD01	ENSP00000393854
B2RN74	ENSP00000449002
B2RNG4	ENSP00000346916
B2RNN3	ENSP00000371572
B2RNN3	ENSP00000371575
B2RTY4	ENSP00000348349
B2RTY4	ENSP00000399162
B2RTY4	ENSP00000398250
B2RUY7	ENSP00000308976
B2RUZ4	ENSP00000457386
B2RXF0	ENSP00000395244
B2RXF5	ENSP00000409107
B2RXF5	ENSP00000450673
B2RXH2	ENSP00000397239
B2RXH4	ENSP00000394472
B2RXH4	ENSP00000397020
B3GLJ2	ENSP00000395505
B3SHH9	ENSP00000484263
B4DEV8	ENSP00000457299
B4DFI2	ENSP00000417434
B4DGG1	ENSP00000471331
B4DJY2	ENSP00000403130
B4DL54	ENSP00000447121
B4DLN1	ENSP00000461324
B4DS77	ENSP00000395245
B4DS77	ENSP00000454014
B4DU55	ENSP00000414887
B4DX44	ENSP00000347210
B4DX44	ENSP00000400852
B4DXR9	ENSP00000415774
B4E171	ENSP00000417050
B4E1Z4	ENSP00000410815
B5MD39	ENSP00000477856
B5ME19	ENSP00000370258
B5ME19	ENSP00000381917
B6A8C7	ENSP00000439454
B6A8C7	ENSP00000479824
B6A8C7	ENSP00000478234
B6A8C7	ENSP00000482624
B6A8C7	ENSP00000480049
B6A8C7	ENSP00000479185
B6A8C7	ENSP00000479062
B6A8C7	ENSP00000477830
B6A8C7	ENSP00000479374
B6A8C7	ENSP00000480377
B6A8C7	ENSP00000478822
B6SEH8	ENSP00000473153
B6SEH9	ENSP00000472919
B7U540	ENSP00000457807
B7Z6K7	ENSP00000410545
B7ZAQ6	ENSP00000319673
B7ZAQ6	ENSP00000436705
B7ZAQ6	ENSP00000432248
B7ZAQ6	ENSP00000434108
B7ZAQ6	ENSP00000434495
B7ZBB8	ENSP00000393832
B7ZL25	ENSP00000447478
B7ZL25	ENSP00000446608
B7ZLF3	ENSP00000492887
B7ZLF3	ENSP00000493097
B9A064	ENSP00000431254
B9A064	ENSP00000434368
B9A6J9	ENSP00000481508
B9A6J9	ENSP00000479577
B9EJG8	ENSP00000403438
B9EJG8	ENSP00000420919
B9ZVM9	ENSP00000355797
C4P0D8	ENSP00000473532
C9IYK1	ENSP00000406846
C9J069	ENSP00000412388
C9J1S8	ENSP00000474678
C9J1S8	ENSP00000485325
C9J1S8	ENSP00000474850
C9J1S8	ENSP00000485097
C9J202	ENSP00000479850
C9J2C7	ENSP00000412639
C9J2P7	ENSP00000410621
C9J3V5	ENSP00000397002
C9J442	ENSP00000385467
C9J798	ENSP00000417895
C9JBD0	ENSP00000373254
C9JBD0	ENSP00000388094
C9JBD0	ENSP00000413859
C9JCN9	ENSP00000414236
C9JDP6	ENSP00000396304
C9JE40	ENSP00000416673
C9JE40	ENSP00000453915
C9JG80	ENSP00000404439
C9JH25	ENSP00000415026
C9JH25	ENSP00000419296
C9JH25	ENSP00000445239
C9JI98	ENSP00000416154
C9JJH3	ENSP00000403760
C9JL84	ENSP00000388322
C9JLJ4	ENSP00000414392
C9JLR9	ENSP00000482180
C9JLW8	ENSP00000409009
C9JLW8	ENSP00000445543
C9JLW8	ENSP00000458720
C9JLW8	ENSP00000458707
C9JN71	ENSP00000447931
C9JPN9	ENSP00000389443
C9JQI7	ENSP00000401477
C9JR72	ENSP00000388723
C9JRZ8	ENSP00000397009
C9JRZ8	ENSP00000389289
C9JSJ3	ENSP00000402674
C9JUS6	ENSP00000393631
C9JVG2	ENSP00000419336
C9JVI0	ENSP00000400880
C9JVW0	ENSP00000447679
C9JXX5	ENSP00000401498
D3DTV9	ENSP00000481367
D3W0D1	ENSP00000438244
D6R8Y8	ENSP00000422253
D6R901	ENSP00000422216
D6R9N7	ENSP00000423503
D6RA61	ENSP00000423115
D6RAR5	ENSP00000421799
D6RBM5	ENSP00000424077
D6RBQ6	ENSP00000422621
D6RCP7	ENSP00000425582
D6REC4	ENSP00000425050
D6RGH6	ENSP00000426359
D6RJB6	ENSP00000427264
E0CX11	ENSP00000425996
E2RYF6	ENSP00000455906
E5RFL4	ENSP00000428055
E5RHQ5	ENSP00000430853
E5RI56	ENSP00000430774
E5RQL4	ENSP00000482786
E7ENQ6	ENSP00000452549
E7ENX8	ENSP00000391806
E7EQ34	ENSP00000461460
E7EQL1	ENSP00000408510
E7ERA6	ENSP00000410533
E7ETH6	ENSP00000392410
E7EUB6	ENSP00000465737
E7EVH7	ENSP00000439065
E7EWF7	ENSP00000416453
E9PAV3	ENSP00000403817
E9PAV3	ENSP00000448035
E9PCH4	ENSP00000426948
E9PGA6	ENSP00000371511
E9PGG2	ENSP00000409950
E9PGG2	ENSP00000439513
E9PI62	ENSP00000436767
E9PIF3	ENSP00000432029
E9PJ23	ENSP00000431871
E9PJI5	ENSP00000431814
E9PKD4	ENSP00000433597
E9PKD4	ENSP00000441072
E9PL57	ENSP00000431482
E9PLN8	ENSP00000431371
E9PMD0	ENSP00000431165
E9PP27	ENSP00000436482
E9PPC7	ENSP00000434603
E9PQ18	ENSP00000434508
E9PQ53	ENSP00000432614
E9PQR5	ENSP00000434399
E9PQX1	ENSP00000432459
E9PR17	ENSP00000340210
E9PR17	ENSP00000379191
E9PR17	ENSP00000404822
E9PR17	ENSP00000402425
E9PR17	ENSP00000410182
E9PR17	ENSP00000403511
E9PR17	ENSP00000432942
E9PR17	ENSP00000494884
E9PSI1	ENSP00000433967
F2Z2F3	ENSP00000385916
F2Z2N8	ENSP00000428213
F2Z307	ENSP00000365356
F2Z307	ENSP00000454426
F2Z307	ENSP00000420191
F2Z333	ENSP00000389111
F2Z351	ENSP00000394047
F5H0A9	ENSP00000467286
F5H284	ENSP00000439444
F5H4A9	ENSP00000313324
F5H5K5	ENSP00000456213
F5H5P2	ENSP00000443246
F5H5T6	ENSP00000443130
F5H697	ENSP00000457270
F5H6K3	ENSP00000437563
F6UB75	ENSP00000412457
F6UZH7	ENSP00000454670
F6WH68	ENSP00000457868
F6X3S4	ENSP00000464149
F8VP50	ENSP00000450353
F8VRH5	ENSP00000454911
F8VTS6	ENSP00000345151
F8VUJ3	ENSP00000447852
F8VZ95	ENSP00000446874
F8W1H4	ENSP00000447056
F8W1H4	ENSP00000446654
F8W1W9	ENSP00000446902
F8WBC2	ENSP00000456039
F8WBI7	ENSP00000417929
F8WCM5	ENSP00000348986
F8WCM5	ENSP00000380440
F8WFD2	ENSP00000448841
G3V0H7	ENSP00000394168
G3V2T6	ENSP00000450856
G3V3G9	ENSP00000451235
G3V3Q6	ENSP00000451369
G3V3Q6	ENSP00000486968
G5E9R7	ENSP00000411198
G5E9R7	ENSP00000461664
H0Y354	ENSP00000463032
H0Y626	ENSP00000402644
H0Y858	ENSP00000417517
H0Y8G0	ENSP00000420891
H0Y8X5	ENSP00000422449
H0Y980	ENSP00000423309
H0Y9J4	ENSP00000424257
H0YA22	ENSP00000425880
H0YAE9	ENSP00000426906
H0YCG3	ENSP00000431536
H0YFU0	ENSP00000440272
H0YGN5	ENSP00000443983
H0YGX0	ENSP00000445121
H0YHG0	ENSP00000447000
H0YIS7	ENSP00000450085
H0YIV9	ENSP00000450281
H0YJX3	ENSP00000452401
H0YL14	ENSP00000453019
H0YL14	ENSP00000457272
H0YL14	ENSP00000452750
H0YL38	ENSP00000453045
H0YL77	ENSP00000453089
H3BM21	ENSP00000456711
H3BMG7	ENSP00000454374
H3BMM0	ENSP00000454445
H3BMM5	ENSP00000454454
H3BN57	ENSP00000454697
H3BN98	ENSP00000454746
H3BNC9	ENSP00000454786
H3BNG1	ENSP00000454833
H3BNL1	ENSP00000454903
H3BNR1	ENSP00000454967
H3BP13	ENSP00000455100
H3BP45	ENSP00000455145
H3BQ15	ENSP00000455561
H3BQ85	ENSP00000455659
H3BQF6	ENSP00000455755
H3BQJ8	ENSP00000455811
H3BQJ8	ENSP00000487842
H3BQV0	ENSP00000455951
H3BQV0	ENSP00000467228
H3BQV1	ENSP00000455952
H3BR10	ENSP00000456026
H3BRB1	ENSP00000456163
H3BRB8	ENSP00000456172
H3BRJ5	ENSP00000456272
H3BRW5	ENSP00000456957
H3BRW5	ENSP00000456434
H3BS24	ENSP00000456507
H3BS89	ENSP00000456594
H3BSA7	ENSP00000456615
H3BSU7	ENSP00000456881
H3BT56	ENSP00000457031
H3BT86	ENSP00000457071
H3BT86	ENSP00000487660
H3BUI4	ENSP00000457654
H3BUN2	ENSP00000457718
H3BUS1	ENSP00000457768
H3BUT2	ENSP00000457784
H3BV12	ENSP00000457904
H3BV60	ENSP00000457962
H3BVH4	ENSP00000458124
H6UMI1	ENSP00000458476
H7BY64	ENSP00000357542
H7BYZ3	ENSP00000384974
H7BZ11	ENSP00000386655
H7BZZ5	ENSP00000392268
H7C0C1	ENSP00000394107
H7C0S8	ENSP00000396527
H7C1C5	ENSP00000399627
H7C1H1	ENSP00000400325
H7C1H1	ENSP00000487472
H7C1W4	ENSP00000402783
H7C241	ENSP00000403980
H7C2Y5	ENSP00000408410
H7C350	ENSP00000409542
H7C423	ENSP00000415219
H7C4X6	ENSP00000418482
H8Y6P7	ENSP00000465231
I0J062	ENSP00000479258
I1YAP6	ENSP00000474003
I3L0A0	ENSP00000344166
I3L0D1	ENSP00000385560
I3L0E3	ENSP00000390331
I3L273	ENSP00000459439
I3L273	ENSP00000478493
I3L3M4	ENSP00000460571
I3L3R5	ENSP00000460665
I3L3R5	ENSP00000488939
I3L4J1	ENSP00000461295
I3NI40	ENSP00000461865
I6L893	ENSP00000262283
J3KQ70	ENSP00000388677
J3KR12	ENSP00000414068
J3KRW8	ENSP00000462196
J3KT08	ENSP00000462747
J3QL48	ENSP00000463376
J3QLW9	ENSP00000463741
J3QR06	ENSP00000463981
J3QRE1	ENSP00000464167
J3QRK9	ENSP00000464271
K7EJ46	ENSP00000464748
K7EJ46	ENSP00000465037
K7EJ46	ENSP00000465021
K7EJ46	ENSP00000464737
K7EJ46	ENSP00000468237
K7EJ46	ENSP00000465660
K7EJ46	ENSP00000467010
K7EJ46	ENSP00000482700
K7EJ46	ENSP00000481592
K7EKS7	ENSP00000465763
K7ELQ4	ENSP00000466174
K7EMI3	ENSP00000466514
K7EMT4	ENSP00000466639
K7EN88	ENSP00000466834
K7ENM7	ENSP00000467018
K7EP34	ENSP00000467209
K7EQM0	ENSP00000467889
K7EQS6	ENSP00000467958
K7EQZ3	ENSP00000468040
K7ER74	ENSP00000468139
K7ERI5	ENSP00000468271
K7ERQ8	ENSP00000468367
K7ERS5	ENSP00000468389
K7ESF4	ENSP00000468690
K7N7A8	ENSP00000421315
L0R819	ENSP00000475224
L7N2F9	ENSP00000464383
M0QX08	ENSP00000468837
M0QYT0	ENSP00000470059
M0QYV0	ENSP00000470087
M0QZ24	ENSP00000470240
M0QZ92	ENSP00000470383
M0QZC1	ENSP00000470441
M0QZD8	ENSP00000470478
M0QZK8	ENSP00000470615
M0QZQ0	ENSP00000470689
M0R036	ENSP00000470969
M0R082	ENSP00000471077
M0R129	ENSP00000471607
M0R135	ENSP00000471613
M0R143	ENSP00000471625
M0R1X1	ENSP00000472160
M0R233	ENSP00000472277
M0R296	ENSP00000472415
M0R2C6	ENSP00000472465
M0R2J8	ENSP00000343496
M0R2J8	ENSP00000389792
M0R2J8	ENSP00000472625
M0R2N4	ENSP00000472696
M0R2N6	ENSP00000472698
M0R2Z0	ENSP00000472894
M0R378	ENSP00000473043
M0R381	ENSP00000473050
M0R384	ENSP00000473056
M0R3E3	ENSP00000473166
M0R3H8	ENSP00000473233
O00110	ENSP00000465620
O00115	ENSP00000222219
O00116	ENSP00000264167
O00124	ENSP00000481635
O00139	ENSP00000370493
O00139	ENSP00000385622
O00139	ENSP00000385000
O00139	ENSP00000423772
O00141	ENSP00000237305
O00141	ENSP00000356831
O00141	ENSP00000356832
