Gene,XM id,XP id,mean Ka/Ks,mean Ka,mean ks,medaka Ka/Ks,medaka Ka,medaka ks,Stickleback Ka/Ks,Stickleback Ka,Stickleback ks,tetraodon Ka/Ks,tetraodon Ka,tetraodon ks,fugu Ka/Ks,fugu Ka,fugu ks,zebrafish Ka/Ks,zebrafish Ka,zebrafish ks
ak2,XM_015974134.1,XP_015829620.1,0.03818,0.07194,2.09558,0.0288,0.0498,1.7301,0.0599,0.0639,1.0668,0.0391,0.0867,2.2178,0.0398,0.077,1.9369,0.0233,0.0823,3.5263
ak3,XM_015977379.1,XP_015832865.1,0.10068,0.12026,1.2453,0.0721,0.1039,1.4424,0.0959,0.113,1.1784,0.1345,0.118,0.8768,0.113,0.1192,1.0545,0.0879,0.1472,1.6744
ak4,XM_015970986.1,XP_015826472.1,0.10386,0.13822,1.46716,0.1536,0.105,0.6834,0.1112,0.1126,1.0127,0.0728,0.1469,2.0174,0.0939,0.13,1.3842,0.0878,0.1966,2.2381
ak5,XM_015956174.1,XP_015811660.1,0.01412,0.0189,1.28068,0.0136,0.0149,1.1012,0,0,0.9189,0.0087,0.014,1.6088,0.0149,0.0218,1.4631,0.0334,0.0438,1.3114
akap10,XM_015961191.1,XP_015816677.1,0.06572,0.075,1.28624,0.0817,0.0629,0.7701,0.063,0.055,0.8739,0.0676,0.0861,1.2739,0.0821,0.0874,1.0645,0.0342,0.0836,2.4488
akap17a,XM_015966701.1,XP_015822187.1,0.03402,0.06898,1.91862,0.019,0.0267,1.3999,0.0271,0.0396,1.4604,0.0482,0.0576,1.1932,0.0326,0.056,1.7182,0.0432,0.165,3.8214
akirin2,XM_015947534.1,XP_015803020.1,0.04722,0.06714,1.59002,0.0458,0.0546,1.192,0.0556,0.0445,0.7991,0.0496,0.0696,1.4053,0.0538,0.0585,1.0871,0.0313,0.1085,3.4666
akr1a1,XM_015962268.1,XP_015817754.1,0.07934,0.09604,1.2991,0.1003,0.0848,0.8453,0.059,0.0729,1.2345,0.0613,0.098,1.5987,0.1166,0.116,0.9946,0.0595,0.1085,1.8224
akt1,XM_015970283.1,XP_015825769.1,0.02468,0.02512,0.8616,0.0125,0.008,0.6435,0.0175,0.0134,0.7661,0.019,0.0142,0.7479,0.0231,0.0165,0.717,0.0513,0.0735,1.4335
akt1s1,XM_015948718.1,XP_015804204.1,0.0518,0.06702,1.36638,0.0552,0.0452,0.8184,0.041,0.0727,1.7709,0.05,0.0772,1.5447,0.0337,0.0545,1.6166,0.0791,0.0855,1.0813
aktip,XM_015952834.1,XP_015808320.1,0.06384,0.06898,1.17038,0.04,0.0472,1.1814,0.0758,0.0572,0.7546,0.0979,0.0848,0.8659,0.0627,0.0788,1.256,0.0428,0.0769,1.794
alad,XM_015943459.1,XP_015798945.1,0.04862,0.06138,1.3396,0.048,0.0555,1.1571,0.0694,0.0538,0.7747,0.0334,0.0597,1.7886,0.0454,0.051,1.1218,0.0469,0.0869,1.8558
alas1,XM_015959104.1,XP_015814590.1,0.0434,0.06956,1.90274,0.0117,0.0392,3.3604,0.0507,0.0604,1.1914,0.033,0.0671,2.0354,0.0539,0.0668,1.2397,0.0677,0.1143,1.6868
aldh16a1,XM_015945172.1,XP_015800658.1,0.1882,0.18778,1.04012,0.2099,0.1624,0.7737,0.1771,0.1546,0.8729,0.1977,0.1779,0.9001,0.2117,0.1897,0.8959,0.1446,0.2543,1.758
aldh1a2,XM_015953001.1,XP_015808487.1,0.08688,0.06152,0.6996,0.0956,0.0449,0.4698,0.0875,0.0476,0.5436,0.0765,0.0549,0.7175,0.0614,0.0476,0.7749,0.1134,0.1126,0.9922
aldh7a1,XM_015970584.1,XP_015826070.1,0.0348,0.03588,1.02368,0.0344,0.0261,0.7577,0.0268,0.0271,1.0125,0.0346,0.0292,0.8437,0.0403,0.035,0.8663,0.0379,0.062,1.6382
aldh8a1,XM_015947102.1,XP_015802588.1,0.05962,0.09694,2.43342,0.1012,0.0716,0.7077,0.0631,0.0838,1.328,0.0462,0.0995,2.1533,0.067,0.094,1.4016,0.0206,0.1358,6.5765
aldoc,XM_015961734.1,XP_015817220.1,0.035,0.04698,1.48274,0.028,0.0316,1.1289,0.0327,0.0452,1.3826,0.0534,0.0533,0.9983,0.0412,0.0536,1.3005,0.0197,0.0512,2.6034
alg12,XM_015956816.1,XP_015812302.1,0.13358,0.1386,1.01458,0.1327,0.1277,0.9617,0.1182,0.0997,0.8436,0.1239,0.1223,0.9867,0.1275,0.1154,0.9048,0.1656,0.2279,1.3761
alg2,XM_015950644.1,XP_015806130.1,0.08358,0.10986,1.32784,0.1024,0.0797,0.7783,0.0935,0.0829,0.8869,0.0685,0.0826,1.2066,0.0682,0.0693,1.015,0.0853,0.2348,2.7524
alg3,XM_015957091.1,XP_015812577.1,0.08148,0.08972,1.28956,0.1037,0.0737,0.7113,0.0989,0.0762,0.7698,0.0727,0.0795,1.0936,0.0847,0.0812,0.959,0.0474,0.138,2.9141
alg5,XM_015968329.1,XP_015823815.1,0.08678,0.10022,1.2027,0.0826,0.0744,0.9003,0.0725,0.0748,1.0309,0.1181,0.1131,0.9575,0.0937,0.1032,1.1005,0.067,0.1356,2.0243
alg6,XM_015970995.1,XP_015826481.1,0.17004,0.13656,0.85572,0.1612,0.1058,0.6564,0.2129,0.126,0.5917,0.1941,0.1285,0.6619,0.1561,0.1254,0.8033,0.1259,0.1971,1.5653
alg8,XM_015976471.1,XP_015831957.1,0.13896,0.148,1.0611,0.1122,0.1125,1.0024,0.1503,0.129,0.858,0.1587,0.157,0.9891,0.1273,0.1193,0.9375,0.1463,0.2222,1.5185
alg9,XM_015960716.1,XP_015816202.1,0.06952,0.07526,1.057,0.0613,0.0582,0.9495,0.073,0.0542,0.7418,0.062,0.0631,1.0167,0.0646,0.0659,1.0197,0.0867,0.1349,1.5573
alkbh2,XM_015972653.1,XP_015828139.1,0.07778,0.11318,1.54216,0.0715,0.0798,1.1167,0.1096,0.1109,1.0125,0.0846,0.1188,1.4045,0.0627,0.1046,1.6699,0.0605,0.1518,2.5072
alkbh4,XM_015962063.1,XP_015817549.1,0.16424,0.17818,1.11666,0.1669,0.1387,0.8309,0.1704,0.1287,0.7551,0.1476,0.1867,1.2651,0.1974,0.1934,0.9796,0.1389,0.2434,1.7526
alkbh5,XM_015964774.1,XP_015820260.1,0.03856,0.06204,1.6872,0.0413,0.0466,1.1279,0.0293,0.0523,1.7847,0.029,0.0586,2.0201,0.0549,0.0607,1.1047,0.0383,0.092,2.3986
alkbh6,XM_015977079.1,XP_015832565.1,0.07036,0.11708,1.78214,0.0805,0.0889,1.1051,0.0949,0.0826,0.8702,0.0505,0.113,2.237,0.053,0.1106,2.0868,0.0729,0.1903,2.6116
alkbh7,XM_015945851.1,XP_015801337.1,0.09572,0.13134,1.54994,0.1566,0.1181,0.7543,0.0853,0.0945,1.1077,0.0657,0.1296,1.9719,0.0997,0.1242,1.2456,0.0713,0.1903,2.6702
alkbh8,XM_015951686.1,XP_015807172.1,0.10438,0.14114,1.39906,0.0947,0.1118,1.1799,0.1207,0.0997,0.8261,0.1213,0.1411,1.1628,0.0711,0.1384,1.9452,0.1141,0.2147,1.8813
allc,XM_015947877.1,XP_015803363.1,0.0949,0.1654,2.12496,0.1088,0.1275,1.171,0.1031,0.1381,1.3387,0.0607,0.1711,2.8181,0.1482,0.1662,1.1214,0.0537,0.2241,4.1756
alox5,XM_015944367.1,XP_015799853.1,0.08916,0.11244,1.32772,0.0851,0.0819,0.9625,0.0637,0.0864,1.3567,0.1257,0.1234,0.9813,0.106,0.1366,1.2877,0.0653,0.1339,2.0504
alox5ap,XM_015961614.1,XP_015817100.1,0.12976,0.13072,1.14598,0.215,0.1204,0.5599,0.131,0.1295,0.9887,0.0649,0.1096,1.6881,0.1238,0.1242,1.0035,0.1141,0.1699,1.4897
alpl,XM_015958398.1,XP_015813884.1,0.0722,0.11854,1.67614,0.091,0.1281,1.4087,0.0575,0.1138,1.978,0.0753,0.1063,1.412,0.0583,0.1075,1.8451,0.0789,0.137,1.7369
alx1,XM_015977038.1,XP_015832524.1,0.03718,0.07798,2.45284,0.0494,0.0661,1.3369,0.0493,0.0632,1.282,0.0215,0.0774,3.6001,0.0191,0.0685,3.5849,0.0466,0.1147,2.4603
alyref,XM_015945953.1,XP_015801439.1,0.04692,0.03126,0.7182,0.0312,0.0217,0.6955,0.0453,0.0278,0.6149,0.0747,0.0402,0.5385,0.0534,0.0327,0.6116,0.03,0.0339,1.1305
amacr,XM_015974794.1,XP_015830280.1,0.15342,0.1867,1.23116,0.1642,0.1513,0.9219,0.1617,0.1708,1.0567,0.1423,0.179,1.2579,0.1216,0.1862,1.5308,0.1773,0.2462,1.3885
amd1,XM_015975519.1,XP_015831005.1,0.06078,0.03578,0.59634,0.0633,0.0386,0.6091,0.0675,0.0269,0.3987,0.0571,0.0383,0.6704,0.0623,0.0367,0.5881,0.0537,0.0384,0.7154
amdhd1,XM_015962474.1,XP_015817960.1,0.07506,0.1012,1.3453,0.0656,0.0814,1.2413,0.0549,0.0802,1.4592,0.0937,0.0939,1.0027,0.0635,0.083,1.3071,0.0976,0.1675,1.7162
amdhd2,XM_015976245.1,XP_015831731.1,0.08302,0.09874,1.35594,0.0926,0.0829,0.8954,0.0963,0.0834,0.8659,0.0336,0.0841,2.5054,0.0939,0.0905,0.9641,0.0987,0.1528,1.5489
amer2,XM_015955391.1,XP_015810877.1,0.10624,0.10512,0.96504,0.1084,0.0703,0.6479,0.0681,0.0693,1.0179,0.0928,0.089,0.9592,0.1025,0.097,0.9458,0.1594,0.2,1.2544
amfr,XM_015953830.1,XP_015809316.1,0.0622,0.07734,1.29742,0.064,0.0586,0.9162,0.0613,0.0638,1.0404,0.0363,0.0719,1.98,0.0707,0.0733,1.0373,0.0787,0.1191,1.5132
amh,XM_015977279.1,XP_015832765.1,0.18528,0.24582,1.54426,0.2134,0.1777,0.833,0.2755,0.1972,0.7158,0.1806,0.2523,1.3967,0.1355,0.2122,1.5659,0.1214,0.3897,3.2099
amigo3,XM_015958327.1,XP_015813813.1,0.10162,0.19396,2.1583,0.1198,0.1279,1.0681,0.044,0.1268,2.8779,0.1733,0.2619,1.5106,0.0882,0.1852,2.0989,0.0828,0.268,3.236
ammecr1,XM_015977351.1,XP_015832837.1,0.0906,0.0219,0.27498,0.0934,0.0204,0.2181,0.1149,0.023,0.2,0.1088,0.0229,0.2104,0.0925,0.0204,0.2202,0.0434,0.0228,0.5262
amph,XM_015956463.1,XP_015811949.1,0.05148,0.0833,1.81068,0.0686,0.0715,1.0419,0.0427,0.0623,1.458,0.0222,0.0715,3.2249,0.0515,0.0734,1.426,0.0724,0.1378,1.9026
anapc1,XM_015944682.1,XP_015800168.1,0.08922,0.11066,1.41182,0.1182,0.0882,0.7457,0.0358,0.083,2.3156,0.106,0.1064,1.0036,0.096,0.0965,1.0046,0.0901,0.1792,1.9896
anapc10,XM_015946186.1,XP_015801672.1,0.0047,0.01262,2.6872,0.0044,0.0087,1.9944,0.0021,0.0043,2.0388,0.0043,0.0151,3.4952,0.004,0.0139,3.4753,0.0087,0.0211,2.4323
anapc11,XM_015976915.1,XP_015832401.1,0.00314,0.00386,1.1015,0,0,1.4948,0,0,0.8881,0.0066,0.0094,1.42,0.0091,0.0099,1.0881,0,0,0.6165
anapc16,XM_015963027.1,XP_015818513.1,0.02168,0.02502,1.17818,0.0264,0.0219,0.8304,0.0233,0.0174,0.7496,0.0201,0.0175,0.8705,0.017,0.0219,1.2884,0.0216,0.0464,2.152
anapc2,XM_015976082.1,XP_015831568.1,0.04482,0.07502,1.73388,0.0282,0.0545,1.9352,0.0339,0.0502,1.4811,0.0292,0.0666,2.2807,0.0462,0.0613,1.3267,0.0866,0.1425,1.6457
anapc5,XM_015972061.1,XP_015827547.1,0.07176,0.08934,1.25056,0.0701,0.064,0.9141,0.0746,0.0504,0.676,0.0667,0.0891,1.3348,0.0759,0.0916,1.208,0.0715,0.1516,2.1199
anapc7,XM_015971878.1,XP_015827364.1,0.01944,0.02212,1.3169,0.0156,0.0123,0.7856,0.0149,0.0109,0.7321,0.0331,0.0296,0.8927,0.0225,0.0228,1.0137,0.0111,0.035,3.1604
angel1,XM_015970210.1,XP_015825696.1,0.15242,0.18218,1.2483,0.1237,0.1313,1.061,0.0765,0.137,1.7909,0.1765,0.1778,1.0074,0.1765,0.1792,1.0153,0.2089,0.2856,1.3669
angpt1,XM_015974199.1,XP_015829685.1,0.05574,0.09472,1.72754,0.0605,0.094,1.5541,0.0583,0.0873,1.498,0.0609,0.084,1.3794,0.0493,0.08,1.6239,0.0497,0.1283,2.5823
angptl4,XM_015975079.1,XP_015830565.1,0.0865,0.1574,1.85628,0.0885,0.1288,1.4563,0.0568,0.1372,2.4138,0.0883,0.1571,1.7785,0.0805,0.141,1.7502,0.1184,0.2229,1.8826
angptl6,XM_015948503.1,XP_015803989.1,0.11168,0.11916,1.16036,0.1846,0.1186,0.6425,0.0979,0.0967,0.9882,0.1024,0.1107,1.0807,0.0837,0.107,1.2771,0.0898,0.1628,1.8133
angptl7,XM_015968524.1,XP_015824010.1,0.0657,0.08716,1.41684,0.0952,0.0824,0.8656,0.0496,0.0656,1.3235,0.0359,0.074,2.0579,0.0672,0.0746,1.111,0.0806,0.1392,1.7262
ankdd1b,XM_015972512.1,XP_015827998.1,0.16054,0.16804,1.11846,0.1953,0.1116,0.5716,0.1511,0.1169,0.7739,0.1143,0.1581,1.3838,0.2023,0.1737,0.8588,0.1397,0.2799,2.0042
ankef1,XM_015948361.1,XP_015803847.1,0.2366,0.33346,1.44408,0.2583,0.3152,1.2201,0.2325,0.2626,1.1295,0.263,0.3492,1.3279,0.2486,0.3668,1.4754,0.1806,0.3735,2.0675
ankfy1,XM_015961757.1,XP_015817243.1,0.04172,0.05244,1.40794,0.0533,0.0486,0.9119,0.0586,0.0478,0.8167,0.0312,0.048,1.5348,0.0226,0.0491,2.1765,0.0429,0.0687,1.5998
ankk1,XM_015970448.1,XP_015825934.1,0.16488,0.22392,1.41306,0.1959,0.2013,1.0278,0.2048,0.1868,0.9122,0.1298,0.2142,1.65,0.1256,0.1983,1.5796,0.1683,0.319,1.8957
ankle2,XM_015971988.1,XP_015827474.1,0.09962,0.10844,1.08886,0.1025,0.0865,0.8445,0.0962,0.083,0.8625,0.0999,0.1097,1.0977,0.1006,0.1136,1.1294,0.0989,0.1494,1.5102
ankmy1,XM_015971072.1,XP_015826558.1,0.18634,0.26482,1.47372,0.2283,0.2433,1.0656,0.1898,0.2121,1.1174,0.1359,0.2676,1.9684,0.2007,0.2684,1.3373,0.177,0.3327,1.8799
ankmy2,XM_015949834.1,XP_015805320.1,0.03522,0.05652,2.05132,0.0355,0.0511,1.441,0.0343,0.0443,1.2901,0.0425,0.0569,1.3382,0.0491,0.0564,1.1505,0.0147,0.0739,5.0368
ankrd13a,XM_015972643.1,XP_015828129.1,0.08076,0.0861,1.13882,0.0918,0.0795,0.8668,0.0984,0.0746,0.7579,0.0663,0.0764,1.1527,0.0876,0.0811,0.9257,0.0597,0.1189,1.991
ankrd13c,XM_015970600.1,XP_015826086.1,0.0268,0.0319,1.20194,0.0312,0.0233,0.7451,0.0243,0.0272,1.1227,0.0305,0.0408,1.3379,0.0211,0.0263,1.2434,0.0269,0.0419,1.5606
ankrd13d,XM_015945944.1,XP_015801430.1,0.02712,0.04518,1.70618,0.0337,0.0359,1.0638,0.0253,0.043,1.701,0.0211,0.0431,2.0468,0.0231,0.0412,1.783,0.0324,0.0627,1.9363
ankrd16,XM_015956124.1,XP_015811610.1,0.15088,0.18254,1.21956,0.1319,0.1259,0.9543,0.1435,0.1446,1.0075,0.1984,0.2156,1.0867,0.1423,0.1759,1.2365,0.1383,0.2507,1.8128
ankrd22,XM_015962496.1,XP_015817982.1,0.1921,0.22878,1.4216,0.125,0.1758,1.4067,0.2874,0.2378,0.8273,0.0887,0.2317,2.6114,0.2677,0.2283,0.853,0.1917,0.2703,1.4096
ankrd27,XM_015976500.1,XP_015831986.1,0.12554,0.14072,1.11954,0.1297,0.1121,0.8645,0.0941,0.1084,1.1517,0.111,0.1407,1.268,0.1381,0.1294,0.9373,0.1548,0.213,1.3762
ankrd29,XM_015971751.1,XP_015827237.1,0.08554,0.08426,1.12352,0.1417,0.0939,0.6628,0.0439,0.0737,1.6785,0.1037,0.0803,0.7745,0.0684,0.0696,1.0177,0.07,0.1038,1.4841
ankrd34c,XM_015964501.1,XP_015819987.1,0.05204,0.06902,1.473,0.0535,0.0446,0.8342,0.0645,0.0571,0.8853,0.0243,0.0602,2.4799,0.0389,0.065,1.6696,0.079,0.1182,1.496
ankrd39,XM_015972080.1,XP_015827566.1,0.09682,0.14598,1.66088,0.082,0.1108,1.3517,0.1209,0.0994,0.8227,0.1102,0.1522,1.3808,0.1024,0.1259,1.2292,0.0686,0.2416,3.52
ankrd40,XM_015945817.1,XP_015801303.1,0.04494,0.05282,1.19174,0.0509,0.0487,0.9568,0.0399,0.0422,1.0573,0.0452,0.047,1.0407,0.0473,0.0475,1.0027,0.0414,0.0787,1.9012
ankrd49,XM_015943603.1,XP_015799089.1,0.13978,0.2069,1.43774,0.1186,0.1516,1.2782,0.1189,0.1547,1.3002,0.115,0.1815,1.5784,0.145,0.1644,1.1337,0.2014,0.3823,1.8982
anks1a,XM_015958577.1,XP_015814063.1,0.05756,0.08226,1.64502,0.0428,0.0481,1.124,0.0891,0.0707,0.7933,0.0516,0.0629,1.2193,0.0226,0.071,3.1467,0.0817,0.1586,1.9418
ankzf1,XM_015966645.1,XP_015822131.1,0.12684,0.1521,1.22802,0.1381,0.1254,0.9078,0.0926,0.1224,1.3215,0.1297,0.1509,1.1634,0.1584,0.1647,1.0394,0.1154,0.1971,1.708
anln,XM_015955749.1,XP_015811235.1,0.0776,0.11444,1.49804,0.0766,0.0919,1.2008,0.0508,0.0906,1.7829,0.0951,0.1248,1.3125,0.0757,0.1178,1.5555,0.0898,0.1471,1.6385
ano10,XM_015975871.1,XP_015831357.1,0.08092,0.0994,1.22124,0.0864,0.0896,1.037,0.0638,0.0729,1.1434,0.0634,0.0872,1.375,0.0725,0.0864,1.1927,0.1185,0.1609,1.3581
ano5,XM_015964265.1,XP_015819751.1,0.06522,0.07904,1.29482,0.0777,0.0704,0.9063,0.0885,0.0647,0.7306,0.0401,0.0675,1.6837,0.0546,0.0676,1.2373,0.0652,0.125,1.9162
ano6,XM_015958264.1,XP_015813750.1,0.07906,0.10436,1.38402,0.1112,0.1014,0.9123,0.0766,0.0833,1.0878,0.0491,0.0869,1.7672,0.0555,0.0871,1.5678,0.1029,0.1631,1.585
ano8,XM_015970905.1,XP_015826391.1,0.05206,0.04918,0.9752,0.0668,0.0394,0.5904,0.0542,0.0407,0.751,0.0403,0.0441,1.0959,0.0477,0.0442,0.9267,0.0513,0.0775,1.512
anos1,XM_015966351.1,XP_015821837.1,0.05844,0.0817,1.26602,0.0534,0.0481,0.9,0.0467,0.0374,0.8012,0.0334,0.0465,1.3932,0.0314,0.0442,1.4112,0.1273,0.2323,1.8245
anp32a,XM_015953600.1,XP_015809086.1,0.04306,0.03156,0.74464,0.0157,0.0109,0.6986,0.0355,0.0245,0.6882,0.0442,0.0247,0.5598,0.0762,0.0469,0.6151,0.0437,0.0508,1.1615
anp32b,XM_015965323.1,XP_015820809.1,0.04882,0.04064,0.8609,0.0382,0.0284,0.7419,0.0374,0.0228,0.6089,0.0753,0.051,0.677,0.0569,0.0507,0.8918,0.0363,0.0503,1.3849
anxa1,XM_015972237.1,XP_015827723.1,0.09608,0.13772,1.5877,0.061,0.0726,1.1901,0.1559,0.1217,0.7808,0.0528,0.1365,2.5878,0.0847,0.1393,1.645,0.126,0.2185,1.7348
anxa4,XM_015941349.1,XP_015796835.1,0.0833,0.1042,1.29402,0.1112,0.0883,0.794,0.0772,0.0984,1.2732,0.0727,0.0983,1.3523,0.0802,0.1062,1.3241,0.0752,0.1298,1.7265
aoc1,XM_015955055.1,XP_015810541.1,0.07806,0.12718,1.74082,0.0306,0.0722,2.362,0.0806,0.0738,0.915,0.1146,0.1682,1.4677,0.0908,0.1579,1.7381,0.0737,0.1638,2.2213
aox1,XM_015958044.1,XP_015813530.1,0.09638,0.13994,1.59884,0.0955,0.1007,1.0547,0.0547,0.11,2.0098,0.0586,0.1376,2.3468,0.1386,0.1377,0.9937,0.1345,0.2137,1.5892
ap1b1,XM_015973024.1,XP_015828510.1,0.02994,0.02818,0.94118,0.0266,0.0204,0.7669,0.0279,0.0199,0.7126,0.0339,0.03,0.8863,0.0323,0.0276,0.8547,0.029,0.043,1.4854
ap1g1,XM_015952979.1,XP_015808465.1,0.01922,0.01658,0.91336,0.0229,0.016,0.6964,0.0249,0.0153,0.612,0.0194,0.0165,0.8515,0.0132,0.0138,1.0478,0.0157,0.0213,1.3591
ap1s3,XM_015952141.1,XP_015807627.1,0.09482,0.10808,1.16608,0.1193,0.0875,0.7335,0.1027,0.0942,0.9177,0.0884,0.0893,1.0104,0.0722,0.0768,1.0634,0.0915,0.1926,2.1054
ap2a1,XM_015969251.1,XP_015824737.1,0.01434,0.01846,1.2737,0.0067,0.0086,1.2718,0.0132,0.0131,0.9932,0.0129,0.0191,1.4776,0.0163,0.0205,1.2542,0.0226,0.031,1.3717
ap2b1,XM_015961825.1,XP_015817311.1,0.01458,0.0153,1.35762,0.0154,0.012,0.7794,0.0174,0.0143,0.8175,0.0038,0.012,3.1393,0.016,0.0129,0.807,0.0203,0.0253,1.2449
ap2s1,XM_015951473.1,XP_015806959.1,0.0046,0.0033,0.89344,0.0045,0.0033,0.7415,0.0086,0.0033,0.3842,0.0024,0.0033,1.3623,0.0049,0.0033,0.6758,0.0026,0.0033,1.3034
ap3b2,XM_015952191.1,XP_015807677.1,0.01972,0.03164,1.62418,0.0272,0.0283,1.0405,0.0155,0.0236,1.5271,0.0165,0.0263,1.5925,0.0183,0.0242,1.3193,0.0211,0.0558,2.6415
ap3d1,XM_015971383.1,XP_015826869.1,0.02576,0.02422,1.00278,0.0306,0.0237,0.7739,0.0283,0.0194,0.6851,0.0232,0.0211,0.9102,0.028,0.0226,0.8057,0.0187,0.0343,1.839
ap4b1,XM_015968883.1,XP_015824369.1,0.0814,0.12826,1.5282,0.0535,0.0788,1.4726,0.0698,0.0962,1.3774,0.0716,0.1171,1.635,0.0744,0.1004,1.3486,0.1377,0.2488,1.8074
ap4e1,XM_015964241.1,XP_015819727.1,0.12044,0.1353,1.10034,0.0979,0.1029,1.0504,0.1103,0.1029,0.9333,0.112,0.1232,1.0999,0.1268,0.1232,0.9722,0.1552,0.2243,1.4459
ap4m1,XM_015961979.1,XP_015817465.1,0.06314,0.10918,2.00434,0.0502,0.0958,1.907,0.1146,0.1017,0.8875,0.0462,0.0871,1.886,0.0611,0.0994,1.6271,0.0436,0.1619,3.7141
ap4s1,XM_015969417.1,XP_015824903.1,0.05502,0.12094,2.29576,0.0499,0.0831,1.6655,0.0327,0.0971,2.9718,0.0645,0.121,1.8754,0.0785,0.156,1.9869,0.0495,0.1475,2.9792
ap5m1,XM_015970128.1,XP_015825614.1,0.1346,0.1508,1.14184,0.1514,0.1304,0.8608,0.1498,0.1317,0.8794,0.1334,0.1455,1.0914,0.1069,0.139,1.3,0.1315,0.2074,1.5776
ap5s1,XM_015941465.1,XP_015796951.1,0.12982,0.16888,1.3451,0.1244,0.1221,0.981,0.0826,0.1217,1.4741,0.1194,0.1716,1.4369,0.0934,0.1517,1.6242,0.2293,0.2773,1.2093
ap5z1,XM_015945403.1,XP_015800889.1,0.12038,0.13554,1.08298,0.1279,0.1016,0.7941,0.1165,0.0982,0.8435,0.106,0.0972,0.9176,0.1064,0.0943,0.8864,0.1451,0.2864,1.9733
apbb1,XM_015950989.1,XP_015806475.1,0.05512,0.07522,1.3102,0.0389,0.0407,1.046,0.0577,0.057,0.9892,0.0382,0.0593,1.5501,0.0528,0.0627,1.188,0.088,0.1564,1.7777
apc,XM_015943291.1,XP_015798777.1,0.025,0.05048,1.91256,0.0275,0.0405,1.4707,0.0168,0.0308,1.8287,0.0172,0.0318,1.8505,0.0262,0.036,1.3746,0.0373,0.1133,3.0383
apex1,XM_015955827.1,XP_015811313.1,0.04056,0.06698,1.66692,0.0311,0.0453,1.46,0.0367,0.0531,1.4445,0.0385,0.0711,1.8461,0.0548,0.0672,1.2264,0.0417,0.0982,2.3576
api5,XM_015963859.1,XP_015819345.1,0.0364,0.05812,1.71628,0.042,0.0435,1.0369,0.0428,0.0471,1.1009,0.0264,0.0575,2.1804,0.0241,0.0603,2.5033,0.0467,0.0822,1.7599
apip,XM_015953686.1,XP_015809172.1,0.03102,0.04822,1.7464,0.036,0.0305,0.8466,0.0588,0.0754,1.2825,0.0199,0.0392,1.9731,0.0185,0.0289,1.5635,0.0219,0.0671,3.0663
aplp1,XM_015948973.1,XP_015804459.1,0.03308,0.0492,1.7825,0.0473,0.0475,1.0037,0.035,0.0343,0.9795,0.0209,0.0461,2.2098,0.0141,0.0452,3.2056,0.0481,0.0729,1.5139
apmap,XM_015975832.1,XP_015831318.1,0.05538,0.09746,1.87516,0.063,0.0845,1.3404,0.0302,0.0669,2.2162,0.0371,0.0923,2.4853,0.0519,0.0875,1.6849,0.0947,0.1561,1.649
apobec2,XM_015967958.1,XP_015823444.1,0.0851,0.14008,1.64086,0.0935,0.0847,0.9057,0.0613,0.1071,1.7466,0.0918,0.1329,1.4473,0.0755,0.1316,1.7445,0.1034,0.2441,2.3602
apopt1,XM_015969018.1,XP_015824504.1,0.09098,0.141,1.8756,0.1549,0.1381,0.8916,0.1186,0.1373,1.1578,0.0739,0.1102,1.4905,0.0407,0.1104,2.7109,0.0668,0.209,3.1272
app,XM_015952595.1,XP_015808081.1,0.03676,0.04684,1.26244,0.0238,0.0312,1.3095,0.0355,0.0315,0.8881,0.0338,0.0312,0.9235,0.0483,0.0413,0.8546,0.0424,0.099,2.3365
appbp2,XM_015952059.1,XP_015807545.1,0.00452,0.00578,1.15066,0.0017,0.001,0.5906,0.007,0.0039,0.5642,0.0038,0.0029,0.7769,0.0042,0.0039,0.9266,0.0059,0.0172,2.895
appl1,XM_015958690.1,XP_015814176.1,0.03264,0.05754,1.82116,0.0164,0.0321,1.9533,0.0379,0.0373,0.9832,0.0298,0.0612,2.0532,0.0437,0.0596,1.3625,0.0354,0.0975,2.7536
appl2,XM_015964132.1,XP_015819618.1,0.03758,0.0547,1.41318,0.0323,0.0398,1.2341,0.0379,0.0386,1.0183,0.0332,0.0465,1.3993,0.0343,0.0494,1.439,0.0502,0.0992,1.9752
aptx,XM_015943672.1,XP_015799158.1,0.10524,0.11882,1.1403,0.1026,0.0965,0.9412,0.1018,0.0856,0.8402,0.1046,0.116,1.1093,0.1194,0.1166,0.9765,0.0978,0.1794,1.8343
aqp4,XM_015956830.1,XP_015812316.1,0.09986,0.11794,1.21288,0.0991,0.082,0.8273,0.1033,0.0934,0.9047,0.106,0.1122,1.0582,0.0585,0.1039,1.7765,0.1324,0.1982,1.4977
aqp9,XM_015953000.1,XP_015808486.1,0.0945,0.08596,0.8955,0.102,0.0594,0.5818,0.1082,0.0709,0.6557,0.0726,0.068,0.9371,0.0592,0.0574,0.9689,0.1305,0.1741,1.334
aqr,XM_015969804.1,XP_015825290.1,0.05218,0.05848,1.11278,0.0524,0.0443,0.8453,0.0447,0.0434,0.9713,0.0559,0.0622,1.1127,0.0534,0.0572,1.0707,0.0545,0.0853,1.5639
ar,XM_015961047.1,XP_015816533.1,0.0462,0.07346,1.87448,0.0575,0.053,0.9218,0.055,0.0576,1.0468,0.0432,0.0747,1.7296,0.0489,0.0702,1.4355,0.0264,0.1118,4.2387
