logFC,AveExpr,t,P.Value,adj.P.Val,B,description,short.name,sub.cell,GO,GO.ID,gene.name,ID,Complex
8.676089427,21.59910965,7.323779504,0.000393808,0.015185219,0.755136561,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),LAMA5_MOUSE,SUBCELLULAR LOCATION: Secreted. extracellular space. extracellular matrix. basement membrane. Note=Major component.,basal lamina [GO:0005605]; basement membrane [GO:0005604]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; laminin-10 complex [GO:0043259]; laminin-5 complex [GO:0005610]; synaptic cleft [GO:0043083]; integrin binding [GO:0005178]; animal organ morphogenesis [GO:0009887]; branching involved in salivary gland morphogenesis [GO:0060445]; branching involved in ureteric bud morphogenesis [GO:0001658]; branching morphogenesis of an epithelial tube [GO:0048754]; cell migration [GO:0016477]; cilium assembly [GO:0060271]; hair follicle development [GO:0001942]; integrin-mediated signaling pathway [GO:0007229]; lung development [GO:0030324]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of embryonic epithelium [GO:0016331]; muscle organ development [GO:0007517]; neural crest cell migration [GO:0001755]; odontogenesis of dentin-containing tooth [GO:0042475]; protein localization to plasma membrane [GO:0072659]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of cell proliferation [GO:0042127]; regulation of embryonic development [GO:0045995]; substrate adhesion-dependent cell spreading [GO:0034446],GO:0001658; GO:0001738; GO:0001755; GO:0001942; GO:0005178; GO:0005576; GO:0005604; GO:0005605; GO:0005610; GO:0005615; GO:0007229; GO:0007517; GO:0009887; GO:0016331; GO:0016477; GO:0030155; GO:0030324; GO:0030334; GO:0031012; GO:0034446; GO:0042127; GO:0042475; GO:0043083; GO:0043259; GO:0045995; GO:0048754; GO:0060271; GO:0060445; GO:0072659,Lama5,Q61001,ITGA6-ITGB4-Laminin10/12 complex
2.749954261,24.82455515,6.269061629,0.000474455,0.016073801,0.37241312,60S ribosomal protein L27a (L29),RL27A_MOUSE,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181],GO:0002181; GO:0003723; GO:0003735; GO:0005783; GO:0005829; GO:0022625,Rpl27a,P14115,cytoplasmic ribosomal large subunit
2.477048254,20.8432776,7.180612448,0.000437044,0.016073801,0.649947614,Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (Serine protease 11),HTRA1_MOUSE,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q92743}. Secreted {ECO:0000250|UniProtKB:Q92743}. Cytoplasm. cytosol {ECO:0000250|UniProtKB:Q92743}. Note=Predominantly secreted. Also found associated with the plasma membrane. {ECO:0000250|UniProtKB:Q92743}.,cytosol [GO:0005829]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; insulin-like growth factor binding [GO:0005520]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; chorionic trophoblast cell differentiation [GO:0060718]; dentinogenesis [GO:0097187]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of defense response to virus [GO:0050687]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; placenta development [GO:0001890]; positive regulation of epithelial cell proliferation [GO:0050679]; proteolysis [GO:0006508]; regulation of cell growth [GO:0001558],GO:0001558; GO:0001890; GO:0004252; GO:0005520; GO:0005615; GO:0005829; GO:0005886; GO:0006508; GO:0008236; GO:0030512; GO:0030514; GO:0031012; GO:0042802; GO:0050679; GO:0050687; GO:0060718; GO:0097187,Htra1,Q9R118,NA
2.40297026,25.27039637,6.284821001,0.000467488,0.016073801,0.387856187,60S ribosomal protein L13 (A52),RL13_MOUSE,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003723; GO:0003735; GO:0005730; GO:0005783; GO:0005829; GO:0006412; GO:0022625,Rpl13,P47963,cytoplasmic ribosomal large subunit
-2.061474796,19.66572668,-7.043861681,0.000483548,0.016073801,0.547447759,Talin-2,TLN2_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y4G6}. Cell junction. focal adhesion {ECO:0000250|UniProtKB:Q9Y4G6}. Cell junction. synapse {ECO:0000250|UniProtKB:Q9Y4G6}. Cell membrane {ECO:0000250|UniProtKB:Q9Y4G6}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9Y4G6}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9Y4G6}. Cytoplasm. cytoskeleton {ECO:0000250|UniProtKB:Q9Y4G6}. Note=Focal adhesion plaques and synapses. {ECO:0000250|UniProtKB:Q9Y4G6}.,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; fascia adherens [GO:0005916]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; cell adhesion [GO:0007155]; cytoskeletal anchoring at plasma membrane [GO:0007016],GO:0001726; GO:0005200; GO:0005737; GO:0005856; GO:0005886; GO:0005916; GO:0005925; GO:0007016; GO:0007155; GO:0045202; GO:0051015,Tln2,Q71LX4,NA
3.508536523,22.53529873,6.963159462,0.00051367,0.016319584,0.486009905,Cerebellin-1 (Brain protein D3) (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin (des-Ser1-cerebellin)],CBLN1_MOUSE,SUBCELLULAR LOCATION: Secreted. Cell junction. synapse. postsynaptic cell membrane. Note=Interaction with CBLN3 may cause partial retention in the endoplasmic reticulum.,cell junction [GO:0030054]; extracellular region [GO:0005576]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; protein homodimerization activity [GO:0042803]; cerebellar granule cell differentiation [GO:0021707]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; negative regulation of excitatory postsynaptic potential [GO:0090394]; positive regulation of long term synaptic depression [GO:1900454]; positive regulation of synapse assembly [GO:0051965]; protein secretion [GO:0009306],GO:0005576; GO:0007157; GO:0009306; GO:0021707; GO:0030054; GO:0042803; GO:0045202; GO:0045211; GO:0051965; GO:0090394; GO:1900454,Cbln1,Q9R171,NA
2.054846718,23.85996632,6.162402139,0.0005248,0.016319584,0.267042519,60S ribosomal protein L8,RL8_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P62917}.,cytosolic large ribosomal subunit [GO:0022625]; polysomal ribosome [GO:0042788]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181],GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0042788,Rpl8,P62918,mitochondrial ribosomal large subunit
-2.686384912,29.17306601,-6.043051131,0.000588396,0.017725427,0.147352664,Calmodulin-like protein 3;Troponin C. skeletal muscle (STNC),CALL3_MOUSE;TNNC2_MOUSE,;,calcium ion binding [GO:0005509];troponin complex [GO:0005861]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; regulation of muscle contraction [GO:0006937]; skeletal muscle contraction [GO:0003009],GO:0005509;GO:0003009; GO:0005509; GO:0005861; GO:0006937; GO:0048306; GO:0051015,Calml3;Tnnc2,P62204,H2AX complex. isolated from cells without IR exposure
2.085391736,24.3642777,5.820970647,0.000731181,0.020138812,-0.080475007,Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Protein X16) (Splicing factor. arginine/serine-rich 3),SRSF3_MOUSE,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P84103}. Nucleus speckle {ECO:0000250|UniProtKB:P84103}. Cytoplasm {ECO:0000250|UniProtKB:P84103}. Note=Recruited to nuclear speckles following interaction with YTHDC1. {ECO:0000250|UniProtKB:P84103}.,cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; phospholipase binding [GO:0043274]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; cellular response to leukemia inhibitory factor [GO:1990830]; insulin receptor signaling pathway [GO:0008286]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of mRNA splicing. via spliceosome [GO:0048024]; RNA splicing [GO:0008380],GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0008286; GO:0008380; GO:0016607; GO:0043274; GO:0048024; GO:0051028; GO:1990825; GO:1990830,Srsf3,P84104,NA
1.941703883,23.91804232,6.513028757,0.000727385,0.020138812,0.129891239,60S ribosomal protein L10 (Protein QM homolog) (Ribosomal protein L10);60S ribosomal protein L10-like,RL10_MOUSE;RL10L_MOUSE,;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]; embryonic brain development [GO:1990403]; negative regulation of apoptotic process [GO:0043066]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of translation [GO:0006417]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412];cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; polysome [GO:0005844]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; spermatogenesis [GO:0007283]; translation [GO:0006412],GO:0000027; GO:0000122; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0006412; GO:0006417; GO:0022625; GO:0032991; GO:0043066; GO:0045182; GO:1990403;GO:0000027; GO:0003723; GO:0003735; GO:0005634; GO:0005783; GO:0005829; GO:0005844; GO:0006412; GO:0007283; GO:0022625,Rpl10;Rpl10l,Q6ZWV3,cytoplasmic ribosomal large subunit
-2.090424473,18.68052536,-6.5766489,0.000691691,0.020138812,0.181645569,Kinesin-like protein KIF1A (Axonal transporter of synaptic vesicles);Kinesin-like protein KIF1B;Kinesin-like protein KIF1C,KIF1A_MOUSE;KIF1B_MOUSE;KIF1C_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytoskeleton {ECO:0000250}. Note=Expressed in distal regions of neurites. {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasmic vesicle. Cytoplasm. cytoskeleton. Mitochondrion {ECO:0000250}. Note=Colocalizes with synaptophysin at synaptic cytoplasmic transport vesicles in the neurites of hippocampal neurons. {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm. cytoskeleton {ECO:0000305}.,axon [GO:0030424]; axon cytoplasm [GO:1904115]; cytosol [GO:0005829]; dendrite [GO:0030425]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; postsynapse [GO:0098794]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; synaptic vesicle [GO:0008021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; protein homodimerization activity [GO:0042803]; anterograde axonal transport [GO:0008089]; cytoskeleton-dependent intracellular transport [GO:0030705]; interkinetic nuclear migration [GO:0022027]; microtubule-based movement [GO:0007018]; protein transport along microtubule [GO:0098840];axon cytoplasm [GO:1904115]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity [GO:1990939]; ATPase activity [GO:0016887]; kinase binding [GO:0019900]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; scaffold protein binding [GO:0097110]; anterograde axonal transport [GO:0008089]; anterograde neuronal dense core vesicle transport [GO:1990048]; cellular response to nerve growth factor stimulus [GO:1990090]; cytoskeleton-dependent intracellular transport [GO:0030705]; embryo development ending in birth or egg hatching [GO:0009792]; lysosome localization [GO:0032418]; microtubule-based movement [GO:0007018]; mitochondrion transport along microtubule [GO:0047497]; neuromuscular synaptic transmission [GO:0007274]; neuron-neuron synaptic transmission [GO:0007270]; positive regulation of gene expression [GO:0010628]; protein localization to cell periphery [GO:1990778]; response to rotenone [GO:1904647]; retrograde neuronal dense core vesicle transport [GO:1990049]; transport along microtubule [GO:0010970];Golgi apparatus [GO:0005794]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule-based movement [GO:0007018]; retrograde vesicle-mediated transport. Golgi to ER [GO:0006890],GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0008021; GO:0008089; GO:0016887; GO:0022027; GO:0030424; GO:0030425; GO:0030705; GO:0032991; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0098793; GO:0098794; GO:0098840; GO:1904115;GO:0003777; GO:0005524; GO:0005739; GO:0005871; GO:0005874; GO:0005875; GO:0007018; GO:0007270; GO:0007274; GO:0008017; GO:0008089; GO:0009792; GO:0010628; GO:0010970; GO:0016020; GO:0016887; GO:0019900; GO:0030659; GO:0030705; GO:0031410; GO:0032418; GO:0043005; GO:0047497; GO:0097110; GO:1904115; GO:1904647; GO:1990048; GO:1990049; GO:1990090; GO:1990778; GO:1990939;GO:0003777; GO:0005524; GO:0005794; GO:0005871; GO:0005874; GO:0006890; GO:0007018; GO:0008017; GO:0016887; GO:0030705,Kif1a;Kif1b;Kif1c,P33173,NA
6.703289596,21.95044954,6.292011128,0.000868985,0.020893612,-0.053687057,Serine/arginine repetitive matrix protein 2,SRRM2_MOUSE,SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.,Cajal body [GO:0015030]; nuclear speck [GO:0016607]; U2-type catalytic step 2 spliceosome [GO:0071007]; C2H2 zinc finger domain binding [GO:0070742]; protein N-terminus binding [GO:0047485]; mRNA splicing. via spliceosome [GO:0000398],GO:0000398; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071007,Srrm2,Q8BTI8,SRm160/300 complex
6.02955956,21.6737118,5.592648123,0.000919875,0.020893612,-0.321832166,Serine/arginine repetitive matrix protein 1 (Plenty-of-prolines 101),SRRM1_MOUSE,SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000255|PROSITE-ProRule:PRU00627}. Nucleus speckle {ECO:0000255|PROSITE-ProRule:PRU00627}.,nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; spliceosomal complex [GO:0005681]; DNA binding [GO:0003677]; mRNA splicing. via spliceosome [GO:0000398]; RNA splicing. via transesterification reactions [GO:0000375],GO:0000375; GO:0000398; GO:0003677; GO:0005681; GO:0016363; GO:0016607,Srrm1,Q52KI8,NA
3.078742701,23.23908165,5.646048824,0.000871282,0.020893612,-0.264724059,Histone H1.1 (H1 VAR.3) (Histone H1a) (H1a),H11_MOUSE,SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Mainly localizes in euchromatin. {ECO:0000250}.,cell surface [GO:0009986]; nuclear euchromatin [GO:0005719]; nucleosome [GO:0000786]; nucleus [GO:0005634]; vesicle [GO:0031982]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; heparin binding [GO:0008201]; nucleosome assembly [GO:0006334]; positive regulation of receptor-mediated endocytosis [GO:0048260]; spermatogenesis [GO:0007283],GO:0000786; GO:0003677; GO:0005634; GO:0005719; GO:0006334; GO:0007283; GO:0008201; GO:0009986; GO:0031490; GO:0031982; GO:0048260,Hist1h1a,P43275,Emerin regulatory complex
2.801746189,24.18323844,5.605779442,0.00090765,0.020893612,-0.307751547,Histone H1.5 (H1 VAR.5) (H1b),H15_MOUSE,SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Mainly localizes in heterochromatin. {ECO:0000250}.,nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; muscle organ development [GO:0007517]; nucleosome assembly [GO:0006334],GO:0000786; GO:0003677; GO:0005634; GO:0006334; GO:0007517,Hist1h1b,P43276,NA
2.525678075,24.7171783,5.579839931,0.000931976,0.020893612,-0.335590014,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta),TCPH_MOUSE,SUBCELLULAR LOCATION: Cytoplasm.,cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; mitochondrion [GO:0005739]; zona pellucida receptor complex [GO:0002199]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]; 'de novo' protein folding [GO:0006458]; binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein folding [GO:0061077]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein stabilization [GO:0050821]; toxin transport [GO:1901998],GO:0002199; GO:0005524; GO:0005739; GO:0005832; GO:0005874; GO:0006458; GO:0007339; GO:0032212; GO:0042802; GO:0044183; GO:0044297; GO:0050821; GO:0051082; GO:0061077; GO:1901998; GO:1904851,Cct7,P80313,chaperonin-containing T-complex
-1.708169517,22.64898898,-6.242485509,0.000904926,0.020893612,-0.095644757,Acetyl-CoA acetyltransferase. cytosolic (EC 2.3.1.9) (Cytosolic acetoacetyl-CoA thiolase),THIC_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; fatty acid beta-oxidation [GO:0006635]; positive regulation of intestinal cholesterol absorption [GO:0045797],GO:0003985; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006635; GO:0045797,Acat2,Q8CAY6,NA
-1.974550878,21.86583788,-6.332339545,0.00084093,0.020893612,-0.019745649,Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53) (Insulin receptor tyrosine kinase 53 kDa substrate),BAIP2_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cell projection. filopodium {ECO:0000250}. Cell projection. ruffle {ECO:0000250}. Cytoplasm. cytoskeleton {ECO:0000250}. Note=Detected throughout the cytoplasm in the absence of specific binding partners. Detected in filopodia and close to membrane ruffles. Recruited to actin pedestals that are formed upon infection by bacteria at bacterial attachment sites (By similarity). {ECO:0000250}.,actin cytoskeleton [GO:0015629]; cell-cell adherens junction [GO:0005913]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; dendritic spine cytoplasm [GO:0061846]; excitatory synapse [GO:0060076]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; neuron projection [GO:0043005]; neuron projection branch point [GO:0061845]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; rough endoplasmic reticulum [GO:0005791]; ruffle [GO:0001726]; secretory granule [GO:0030141]; synaptic membrane [GO:0097060]; cadherin binding involved in cell-cell adhesion [GO:0098641]; cytoskeletal adaptor activity [GO:0008093]; identical protein binding [GO:0042802]; PDZ domain binding [GO:0030165]; proline-rich region binding [GO:0070064]; scaffold protein binding [GO:0097110]; transcription cofactor binding [GO:0001221]; actin crosslink formation [GO:0051764]; actin filament bundle assembly [GO:0051017]; brain development [GO:0007420]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to L-glutamate [GO:1905232]; dendrite development [GO:0016358]; insulin receptor signaling pathway [GO:0008286]; plasma membrane organization [GO:0007009]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of neuron projection development [GO:0010976]; protein localization to synapse [GO:0035418]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of synaptic plasticity [GO:0048167]; response to bacterium [GO:0009617]; Rho protein signal transduction [GO:0007266],GO:0001221; GO:0001726; GO:0005791; GO:0005794; GO:0005829; GO:0005874; GO:0005886; GO:0005913; GO:0007009; GO:0007266; GO:0007420; GO:0008093; GO:0008286; GO:0008360; GO:0009617; GO:0010976; GO:0014069; GO:0015629; GO:0016358; GO:0030141; GO:0030165; GO:0030175; GO:0030838; GO:0032956; GO:0035418; GO:0042802; GO:0043005; GO:0043025; GO:0043197; GO:0043198; GO:0044306; GO:0048167; GO:0051017; GO:0051764; GO:0060076; GO:0061003; GO:0061845; GO:0061846; GO:0070064; GO:0071364; GO:0097060; GO:0097110; GO:0098641; GO:0098793; GO:0098794; GO:1905232; GO:2000251; GO:2000463,Baiap2,Q8BKX1,NA
