N. furzeri symbol,N. furzeri Gene Id,N. furzeri Protein Id,Human,Mouse,Chicken,Rat,Spotted Gar,Zebrafish,Medaka,Stickleback,Tetarodon,Fugu,Worm,Fly,N. furzeri Final Symbol
LOC107386285,XM_015960588.1,XP_015816074.1,LHX6,Lhx6,LHX8,Lhx6,lhx6,lhx6,,si:ch211-236k19.2,Lhx6,si:ch211-236k19.2,lim-4,Awh,lhx6 (2 of 2)
LOC107396649,XM_015976452.1,XP_015831938.1,TNC,Tnc,TNC,Tnc,tnc,tnc,,tnc,Tnc,tnc,ten-1,Ten-a,tnc (1 of 5)
LOC107372376,XM_015940592.1,XP_015796078.1,TNC,Tnc,TNC,Tnc,tnc,txnbb,,tnxba,Tnc,tnxba,T15B7.1,CG30281,tnc (2 of 5)
LOC107393478,XM_015971849.1,XP_015827335.1,TNC,Tnc,TNC,Tnc,tnc,tnc,,tnc,Tnc,tnc,,CG30281,tnc (3 of 5)
LOC107372669,XM_015940882.1,XP_015796368.1,TNC,Tnc,TNC,Tnc,tnc,tnc,,tnc,Tnc,tnc,T15B7.1,CG30280,tnc (4 of 5)
LOC107374860,XM_015943149.1,XP_015798635.1,TNC,Tnc,TNC,Tnc,tnc,TNC_1_many,,TNC_1_many,Tnc,tnc,ten-1,Ten-m,tnc (5 of 5)
slc30a8,XM_015973480.1,XP_015828966.1,SLC30A2,Slc30a2,SLC30A8,Slc30a2,slc30a8,slc30a8,slc30a8,slc30a8,Slc30a2,slc30a8,cdf-2,ZnT35C,slc30a2 (1 of 2)
slc30a3,XM_015947758.1,XP_015803244.1,SLC30A2,Slc30a2,SLC30A2,Slc30a2,slc30a2,slc30a2,slc30a2,slc30a2,Slc30a2,slc30a2,cdf-2,ZnT33D,slc30a2 (2 of 2)
hacd1,XM_015954666.1,XP_015810152.1,HACD1,Hacd1,HACD1,Hacd1,HACD1,HACD1,HACD1,HACD1,Hacd1,HACD1,hpo-8,CG6746,hacd1
LOC107393742,XM_015972324.1,XP_015827810.1,CHRNA3,Chrna3,CHRNA6,Chrna3,chrna6,chrna6,CHRNA6_1_many,CHRNA6_1_many,Chrna3,CHRNA6_1_many,unc-63,nAChRalpha4,chrna3 (1 of 3)
LOC107377075,XM_015946484.1,XP_015801970.1,CHRNA3,Chrna3,CHRNA6,Chrna3,chrna6,chrna6,chrna6,chrna6,Chrna3,chrna6,unc-63,nAChRalpha4,chrna3 (2 of 3)
LOC107381279,XM_015952869.1,XP_015808355.1,CHRNA3,Chrna3,CHRNA3,Chrna3,chrna3,chrna3,,chrna3,Chrna3,chrna3,unc-63,nAChRalpha4,chrna3 (3 of 3)
figla,XM_015971944.1,XP_015827430.1,FIGLA,Figla,cdermo-1,Figla,figla,figla,figla,figla,Figla,figla,hlh-13,cato,figla
LOC107374831,XM_015943110.1,XP_015798596.1,,,,,,,,,,,,,LOC107374831
gxylt2,XM_015959938.1,XP_015815424.1,GXYLT2,Gxylt2,GXYLT2,Gxylt2,gxylt2,gxylt2,gxylt2,gxylt2,Gxylt2,gxylt2,lge-1,CG9996,gxylt2
ipp,XM_015957676.1,XP_015813162.1,IPP,Ipp,IPP,Ipp,IPP,klhl20,IPP,IPP,Ipp,IPP,R12E2.1,CG9426,ipp
LOC107388485,XM_015964040.1,XP_015819526.1,DNAJB9,Dnajb9,DNAJB9,Dnajb9,dnajb9a,dnajb9a,dnajb9b,dnajb9a,Dnajb9,dnajb9b,dnj-13,CG5001,dnajb9 (1 of 2)
LOC107384359,XM_015957595.1,XP_015813081.1,DNAJB9,Dnajb9,DNAJB9,Dnajb9,dnajb9a,dnajb9a,dnajb9b,dnajb9b,Dnajb9,dnajb9b,dnj-13,CG5001,dnajb9 (2 of 2)
vat1,XM_015963100.1,XP_015818586.1,VAT1,Vat1,VAT1,Vat1,vat1,vat1,VAT1_1_many,VAT1_1_many,Vat1,VAT1_1_many,F39B2.3,CG17374,vat1 (1 of 2)
LOC107378574,XM_015948876.1,XP_015804362.1,VAT1,Vat1,VAT1,Vat1,vat1,vat1,vat1,vat1,Vat1,vat1,F39B2.3,CG16935,vat1 (2 of 2)
dhrs3,XM_015958405.1,XP_015813891.1,DHRS3,Dhrs3,DHRS3,Dhrs3,dhrs3a,dhrs3b,dhrs3b,dhrs3b,Dhrs3,dhrs3b,dhs-3,CG15629,dhrs3
spire1,XM_015973807.1,XP_015829293.1,SPIRE1,Spire1,SPIRE1,Spire1,spire1a,spire1a,spire1a,spire1a,Spire1,spire1a,,spir,spire1
atp7b,XM_015954731.1,XP_015810217.1,ATP7B,Atp7b,ATP7B,Atp7b,si:dkey-276l13.3,ATP7B,si:dkey-276l13.3,si:dkey-276l13.3,Atp7b,si:dkey-276l13.3,cua-1,ATP7,atp7b (1 of 2)
LOC107373213,XM_015941376.1,XP_015796862.1,ATP7B,Atp7b,ATP7B,Atp7b,si:dkey-276l13.3,ATP7B,si:dkey-276l13.3,si:dkey-276l13.3,Atp7b,si:dkey-276l13.3,cua-1,ATP7,atp7b (2 of 2)
fastkd3,XM_015954688.1,XP_015810174.1,FASTKD3,Fastkd3,FASTKD3,Fastkd3,FASTKD3,FASTKD3,FASTKD3,FASTKD3,Fastkd3,FASTKD3,,CG31643,fastkd3
bend5,XM_015971353.1,XP_015826839.1,BEND5,Bend5,BEND5,Bend5,bend5,bend5,bend5,bend5,Bend5,bend5,,,bend5
LOC107372375,XM_015940589.1,XP_015796075.1,C4B,C4b,ENSGALG00000017040,C4a,c4,C4A,si:dkey-8k3.2_1_many,si:dkey-8k3.2,C4a,si:dkey-8k3.2,tep-1,Tep2,c4b
LOC107394008,XM_015972709.1,XP_015828195.1,GCNT1,Gcnt1,GCNT1,Gcnt1,GCNT1,gcnt3,GCNT1,GCNT1,Gcnt1,GCNT1,gly-17,oxt,gcnt1 (1 of 3)
LOC107394005,XM_015972707.1,XP_015828193.1,GCNT1,Gcnt1,GCNT1,Gcnt1,GCNT1,gcnt3,,GCNT1,Gcnt1,GCNT1,gly-16,oxt,gcnt1 (2 of 3)
LOC107394006,XM_015972708.1,XP_015828194.1,GCNT1,Gcnt1,GCNT1,Gcnt1,GCNT1,gcnt3,,GCNT1,Gcnt1,GCNT1,gly-17,oxt,gcnt1 (3 of 3)
ybey,XM_015974819.1,XP_015830305.1,YBEY,Ybey,YBEY,Ybey,ybey,ybey,,ybey,Ybey,ybey,,,ybey
fsd1l,XM_015943294.1,XP_015798780.1,FSD1L,Fsd1l,FSD1L,Fsd1l,fsd1l,fsd1l,ENSORLG00000016109,ENSGACG00000015512,Fsd1l,ENSTRUG00000000842,madd-2,Trim9,fsd1l
LOC107373000,XM_015941191.1,XP_015796677.1,CD207,Mrc1,ENSGALG00000027765,Mrc1,ENSLOCG00000003278,CU463316.1,ENSORLG00000006026,ENSGACG00000004756,Mrc1,ENSTRUG00000013810,clec-86,CG11211,cd207 (1 of 2)
LOC107373819,XM_015941962.1,XP_015797448.1,CD207,Cd209f,ENSGALG00000027765,Reg1a,ENSLOCG00000008758,si:dkeyp-75b4.10,,CLEC19A_1_many,Reg1a,si:ch73-343l4.5,clec-149,CG12111,cd207 (2 of 2)
fgd6,XM_015962398.1,XP_015817884.1,FGD6,Fgd6,FGD6,Fgd6,fgd6,fgd6,fgd6,fgd6,Fgd6,fgd6,exc-5,rush,fgd6 (1 of 2)
LOC107388588,XM_015964147.1,XP_015819633.1,FGD6,Fgd6,FGD6,Fgd6,fgd6,fgd6,,FGD6_1_many,Fgd6,FGD6_1_many,exc-5,rush,fgd6 (2 of 2)
enpep,XM_015969079.1,XP_015824565.1,ENPEP,Enpep,ENPEP,Enpep,enpep,enpep,enpep,enpep,Enpep,enpep,T07F10.1,CG8773,enpep
LOC107380927,XM_015952348.1,XP_015807834.1,,,,,si:ch211-201h21.5,si:dkey-4e7.3,ENSORLG00000005935,ENSGACG00000014833,,ENSTRUG00000017357,Y43F8C.13,CG5418,LOC107380927
fbxl7,XM_015954796.1,XP_015810282.1,FBXL7,Fbxl7,FBXL7,Fbxl7,si:dkey-192l18.9,fbxl7,fbxl7,fbxl7,Fbxl7,fbxl7,C02F5.7,CG4221,fbxl7
LOC107388669,XM_015964294.1,XP_015819780.1,TPO,Tpo,Tpo,Tpo,mpx_1_many,epx,epx,epx,Tpo,epx,pxn-2,Pxn,tpo (1 of 2)
tpo,XM_015970484.1,XP_015825970.1,TPO,Tpo,Tpo,Tpo,TPO,TPO,TPO,TPO,Tpo,TPO,pxn-1,Pxn,tpo (2 of 2)
nsfl1c,XM_015968755.1,XP_015824241.1,NSFL1C,Nsfl1c,NSFL1C,Nsfl1c,nsfl1c,nsfl1c,nsfl1c,nsfl1c,Nsfl1c,nsfl1c,ubxn-2,p47,nsfl1c
tmem167b,XM_015959518.1,XP_015815004.1,TMEM167B,Tmem167,TMEM167B,Tmem167b,tmem167b,tmem167b,tmem167a,,Tmem167b,tmem167b,,ksh,tmem167b
LOC107384756,XM_015958195.1,XP_015813681.1,H2AFZ,H2afz,H2AFZ,H2afz,H2AFZ,h2afvb,,H2AFZ,H2afz,H2AFZ,htz-1,His2Av,h2afz
rer1,XM_015967540.1,XP_015823026.1,RER1,Rer1,RER1,Rer1,TAS1R1_1_many,rer1,tas1r2a,rer1,Rer1,rer1,rer-1,CG11857,rer1
vmp1,XM_015951837.1,XP_015807323.1,VMP1,Vmp1,VMP1,Vmp1,vmp1,vmp1,vmp1_1_many,vmp1,Vmp1,ENSTRUG00000005028,epg-3,Tango5,vmp1
galnt13,XM_015966627.1,XP_015822113.1,GALNT13,Galnt13,GALNT13,Galnt13,galnt13,galnt13,galnt13,galnt13,Galnt13,galnt13,gly-3,pgant5,galnt13
LOC107390714,XM_015967579.1,XP_015823065.1,RIMKLA,Rimklb,RIMKLB,Rimklb,rimkla,rimkla,,syn2a,Rimklb,rimkla,F46F11.1,,rimkla
LOC107388816,XM_015964530.1,XP_015820016.1,LYSMD3,Lysmd4,LYSMD4,Lysmd4,lysmd4,lysmd4,lysmd4,lysmd4,Lysmd4,lysmd4,lmd-1,CG17985,lysmd3 (1 of 2)
lysmd3,XM_015972404.1,XP_015827890.1,LYSMD3,Lysmd3,LYSMD3,Lysmd3,lysmd3,lysmd3,lysmd3,lysmd3,Lysmd3,lysmd3,lmd-1,CG17985,lysmd3 (2 of 2)
rrp1b,XM_015965711.1,XP_015821197.1,RRP1,Rrp1,RRP1B,Rrp1,rrp1,rrp1,,rrp1,Rrp1,rrp1,C47E12.7,Nnp-1,rrp1
spag6,XM_015955420.1,XP_015810906.1,SPAG6,Spag6l,SPAG6,Spag6,spag6,spag6,spag6,spag6,Spag6,spag6_1_many,ima-3,Kap-alpha1,spag6
ran,XM_015946000.1,XP_015801486.1,RAN,Ran,RAN,Ran,RAN,ran,ran,ran,Ran,ran,ran-1,Ran,ran
LOC107378860,XM_015949318.1,XP_015804804.1,LAPTM4B,Laptm4b,LAPTM4B,Laptm4b,laptm4b,laptm4b,laptm4b,LAPTM4B_1_many,Laptm4b,LAPTM4B_1_many,,CG14767,laptm4b (1 of 2)
LOC107394696,XM_015973753.1,XP_015829239.1,LAPTM4B,Laptm4b,LAPTM4B,Laptm4b,laptm4b,laptm4b,laptm4b,laptm4b,Laptm4b,laptm4b,,CG14767,laptm4b (2 of 2)
lipe,XM_015950529.1,XP_015806015.1,LIPE,Lipe,ENSGALG00000021598,Lipe,nceh1b,lipeb,lipeb,lipeb,Lipe,lipeb,hosl-1,Hsl,lipe (1 of 2)
LOC107394884,XM_015974049.1,XP_015829535.1,LIPE,Lipe,ENSGALG00000010364,Lipe,nceh1b,lipea,lipea,lipea,Lipe,lipea,hosl-1,Hsl,lipe (2 of 2)
zc3h15,XM_015945054.1,XP_015800540.1,ZC3H15,Zc3h15,ZC3H15,Zc3h15,zc3h15,zc3h15,zc3h15,zc3h15,Zc3h15,zc3h15,F27D4.4,CG8635,zc3h15
tmem244,XM_015947989.1,XP_015803475.1,TMEM244,,TMEM244,,tmem244,tmem244,tmem244,tmem244,,,,,tmem244 (1 of 2)
LOC107379641,XM_015950483.1,XP_015805969.1,TMEM244,,TMEM244,,tmem244,tmem244,ENSORLG00000009066,ENSGACG00000009205,,,,,tmem244 (2 of 2)
chst15,XM_015962975.1,XP_015818461.1,CHST15,Chst15,CHST15,Chst15,chst15,chst15,chst15,chst15,Chst15,chst15,hst-3.2,Hs3st-B,chst15 (1 of 2)
LOC107375978,XM_015944829.1,XP_015800315.1,CHST15,Chst15,CHST15,Chst15,chst15,chst15,,CHST15_1_many,Chst15,CHST15_1_many,hst-3.2,sfl,chst15 (2 of 2)
tmem179,XM_015970102.1,XP_015825588.1,TMEM179,Tmem179,TMEM179,Tmem179,tmem179,TMEM179_1_many,TMEM179,TMEM179,Tmem179,TMEM179,,CG13603,tmem179 (1 of 2)
LOC107378203,XM_015948281.1,XP_015803767.1,TMEM179,Tmem179,TMEM179,Tmem179,zgc:153018,zgc:153018,zgc:153018,zgc:153018,Tmem179,zgc:153018,,CG13603,tmem179 (2 of 2)
ak4,XM_015970986.1,XP_015826472.1,AK4,Ak4,AK4,Ak4,ak4,ak4,ak4,ak4,Ak4,ak4,ZK673.2,Adk3,ak4
atrnl1,XM_015963142.1,XP_015818628.1,ATRNL1,Atrnl1,ATRNL1,Atrnl1,atrnl1b,atrnl1b,atrnl1b_1_many,atrnl1b_1_many,Atrnl1,atrnl1b_1_many,tag-53,dsd,atrnl1
txnrd2,XM_015971964.1,XP_015827450.1,TXNRD2,Txnrd2,TXNRD2,Txnrd2,si:ch1073-179p4.3,TXNRD2_1_many,txnrd2,si:ch1073-179p4.3,Txnrd2,txnrd2,trxr-2,Trxr-1,txnrd2
atxn10,XM_015957020.1,XP_015812506.1,ATXN10,Atxn10,ATXN10,Atxn10,atxn10,atxn10,atxn10,atxn10,Atxn10,atxn10,,CG4975,atxn10
arg2,XM_015969450.1,XP_015824936.1,ARG2,Arg2,ARG2,Arg2,arg2,arg2,arg2,arg2,Arg2,arg2,T21F4.1,arg,arg2
map1s,XM_015942667.1,XP_015798153.1,MAP1S,Map1b,MAP1S,Map1b,map1sa,map1sa,map1sa,map1sa,Map1b,map1sa,F32A7.5,futsch,map1s
tmsb4x,XM_015952257.1,XP_015807743.1,TMSB4X,Tmsb4x,TMSB4X,Tmsb4x,tmsb4x,tmsb4x,SLC25A53,,Tmsb4x,ENSTRUG00000013966,,cib,tmsb4x (1 of 2)
LOC107395803,XM_015975255.1,XP_015830741.1,TMSB4X,Tmsb4x,TMSB10,Tmsb4x,tmsb4x,tmsb,ENSORLG00000007678,,Tmsb4x,ENSTRUG00000013966,,cib,tmsb4x (2 of 2)
ccdc9,XM_015950690.1,XP_015806176.1,CCDC9,Ccdc9,,Ccdc9,ccdc9,ccdc9,ccdc9,ccdc9,Ccdc9,ccdc9,,,ccdc9
gab2,XM_015951295.1,XP_015806781.1,GAB2,Gab2,GAB1,Gab2,gab2,gab2,gab2,gab2,Gab2,gab2,,dos,gab2
nmt2,XM_015950492.1,XP_015805978.1,NMT2,Nmt2,NMT2,Nmt2,nmt2,nmt2,nmt2,nmt2,Nmt2,nmt2,nmt-1,Nmt,nmt2
crtc1,XM_015970802.1,XP_015826288.1,CRTC1,Crtc1,CRTC1,Crtc1,crtc1b,crtc1b,crtc1b,crtc1b,Crtc1,crtc1a,crtc-1,Crtc,crtc1
LOC107384083,XM_015957123.1,XP_015812609.1,PRKAB2,Prkab2,PRKAB2,Prkab2,PRKAB2,prkab1a,PRKAB2,PRKAB2,Prkab2,PRKAB2,aakb-1,alc,prkab2
LOC107382814,XM_015955125.1,XP_015810611.1,CELA2A,Cela2a,CELA2A,Cela1,ENSLOCG00000009870,ela3l,zgc:92745,zgc:92745,Cela1,ENSTRUG00000017710,try-1,Tequila,cela2a (1 of 4)
LOC107387710,XM_015962833.1,XP_015818319.1,CELA2A,Cela2a,CELA2A,Cela2a,zgc:112285,zgc:112285,zgc:112285,zgc:112285,Cela2a,zgc:112285,try-1,Tequila,cela2a (2 of 4)
LOC107393785,XM_015972390.1,XP_015827876.1,CELA2A,Cela3b,CTRC,Cela2a,ela3l,ela3l,,ela3l,Cela2a,ela3l,try-1,Np,cela2a (3 of 4)
LOC107390707,XM_015967568.1,XP_015823054.1,CELA2A,Ctrc,CELA2A,Cela2a,CTRC_1_many,ela2,,ela2,Cela2a,ela2,svh-1,CG18735,cela2a (4 of 4)
hltf,XM_015969671.1,XP_015825157.1,HLTF,Hltf,TTF2,Hltf,hltf,hltf,hltf,hltf,Hltf,hltf,F54E12.2,lds,hltf
csgr16h14orf28,XM_015970323.1,XP_015825809.1,C14orf28,Gm527,,RGD1307621,C14orf28,C14orf28,C14orf28,C14orf28,RGD1307621,C14orf28,,,c14orf28
dnph1,XM_015975833.1,XP_015831319.1,DNPH1,Dnph1,,Dnph1,dnph1,dnph1,dnph1,dnph1,Dnph1,dnph1,,,dnph1
bcl6,XM_015962367.1,XP_015817853.1,BCL6,Bcl6,BCL6,Bcl6,bcl6a,bcl6a,bcl6a,bcl6a,Bcl6,bcl6,pag-3,Clamp,bcl6 (1 of 3)
bcl6b,XM_015977233.1,XP_015832719.1,BCL6,Bcl6b,BCL6,Bcl6b,bcl6a,BCL6B,BCL6B,BCL6B,Bcl6b,BCL6B,blmp-1,Kr,bcl6 (2 of 3)
LOC107396215,XM_015975806.1,XP_015831292.1,BCL6,Bcl6,BCL6,Bcl6,bcl6a,bcl6a,,bcl6ab,Bcl6,bcl6ab,fezf-1,Clamp,bcl6 (3 of 3)
gpnmb,XM_015955816.1,XP_015811302.1,GPNMB,Gpnmb,GPNMB,Gpnmb,gpnmb,gpnmb,gpnmb,gpnmb,Gpnmb,gpnmb,,,gpnmb
tshr,XM_015948233.1,XP_015803719.1,TSHR,Tshr,TSHR,Tshr,tshr,tshr,tshr,tshr,Tshr,tshr,fshr-1,Lgr1,tshr (1 of 2)
LOC107395090,XM_015974376.1,XP_015829862.1,TSHR,Tshr,TSHR,Tshr,tshr,tshr,,TSHR_1_many,Tshr,tshr,fshr-1,Lgr1,tshr (2 of 2)
gpr160,XM_015967527.1,XP_015823013.1,GPR160,,,,gpr160,si:dkeyp-100a1.6,si:dkeyp-100a1.6,,,,,,gpr160
ano3,XM_015964257.1,XP_015819743.1,ANO3,Ano3,ANO3,Ano3,ano3,ano3,ano3,ano3,Ano3,ano3,anoh-1,CG6938,ano3
phkb,XM_015953945.1,XP_015809431.1,PHKB,Phkb,PHKB,Phkb,phkb,phkb,phkb,phkb_1_many,Phkb,phkb,Y67D8A.2,CG8475,phkb
LOC107383818,XM_015956627.1,XP_015812113.1,KISS1R,Kiss1r,GPR151,Kiss1r,kiss1ra,kiss1ra,kiss1ra,kiss1ra,Kiss1r,kiss1ra,npr-9,AstA-R1,kiss1r
LOC107391648,XM_015969047.1,XP_015824533.1,SYNE2,Syne2,SYNE2,Clmn,si:ch211-207i1.2,SYNE2_1_many,si:ch211-207i1.2,si:ch211-207i1.2,Clmn,si:ch211-207i1.2,vab-10,beta-Spec,syne2 (1 of 7)
LOC107391552,XM_015968900.1,XP_015824386.1,SYNE2,Syne2,SYNE2,,si:ch211-207i1.2,SYNE2_1_many,si:ch211-207i1.2,si:ch211-207i1.2,,si:ch211-207i1.2,,dp,syne2 (2 of 7)
LOC107377793,XM_015947639.1,XP_015803125.1,SYNE2,Syne2,SYNE2,Clmn,si:ch211-207i1.2,SYNE2_1_many,si:ch211-207i1.2,syne2b,Clmn,si:ch211-207i1.2,vab-10,kst,syne2 (3 of 7)
syne2,XM_015969053.1,XP_015824539.1,SYNE2,Syne2,SYNE2,Dst,si:ch211-207i1.2,syne2b,si:ch211-207i1.2,si:ch211-207i1.2,Dst,si:ch211-207i1.2,spc-1,Msp300,syne2 (4 of 7)
LOC107379857,XM_015950809.1,XP_015806295.1,SYNE2,Syne2,SYNE2,Dmd,si:ch211-137a8.2,si:ch211-137a8.2,si:ch211-207i1.2,si:ch211-207i1.2,Dmd,si:ch211-207i1.2,,shot,syne2 (5 of 7)
LOC107391649,XM_015969048.1,XP_015824534.1,SYNE2,Syne2,SYNE2,,si:ch211-207i1.2,SYNE2_1_many,,si:ch211-207i1.2,,si:ch211-207i1.2,,,syne2 (6 of 7)
LOC107391646,XM_015969046.1,XP_015824532.1,SYNE2,Syne1,SYNE2,,si:ch211-207i1.2,SYNE2_1_many,,si:ch211-207i1.2,,si:ch211-207i1.2,anc-1,,syne2 (7 of 7)
LOC107395931,XM_015975399.1,XP_015830885.1,,Mprip,ENSGALG00000004798,,ENSLOCG00000010854,mprip,mprip,mprip,,ENSTRUG00000017208,F10G8.8,osp,LOC107395931
actl6a,XM_015970585.1,XP_015826071.1,ACTL6A,Actl6a,ACTL6A,Actl6a,actl6a,actl6a,actl6a,actl6a,Actl6a,actl6a,swsn-6,Bap55,actl6a
smarcc2,XM_015959623.1,XP_015815109.1,SMARCC2,Smarcc2,SMARCC1,Smarcc2,smarcc1a,smarcc2,smarcc1a,smarcc2,Smarcc2,smarcc2,swsn-1,mor,smarcc2
hlcs,XM_015960660.1,XP_015816146.1,HLCS,Hlcs,HLCS,Hlcs,hlcs,hlcs,hlcs,hlcs,Hlcs,hlcs,bpl-1,Hcs,hlcs
elac1,XM_015972821.1,XP_015828307.1,ELAC1,Elac1,ELAC2,Elac1,elac1,elac1,elac1,elac1,Elac1,elac1,hoe-1,JhI-1,elac1
LOC107373262,XM_015941428.1,XP_015796914.1,ZNF845,Gm14295,ENSGALG00000004898,Zfp26,znf1124,CR812792.1,ENSORLG00000013283,ENSGACG00000014395,Zfp26,ENSTRUG00000005057,Y55F3AM.14,crol,znf845 (1 of 2)
LOC107394583,XM_015973579.1,XP_015829065.1,ZNF845,Zfp26,ENSGALG00000004898,AC118165.1,znf1124,CR812792.1,ENSORLG00000001429,ENSGACG00000010384,AC118165.1,ENSTRUG00000001426,Y55F3AM.14,crol,znf845 (2 of 2)
shf,XM_015952873.1,XP_015808359.1,SHF,Shf,SHF,Shb,si:ch73-116f3.3,SHF,si:ch73-116f3.3,si:ch73-116f3.3,Shb,si:ch73-116f3.3,abl-1,CG43921,shf
sf3a1,XM_015972192.1,XP_015827678.1,SF3A1,Sf3a1,SF3A1,Sf3a1,sf3a1,sf3a1,sf3a1,sf3a1,Sf3a1,sf3a1,prp-21,CG16941,sf3a1
pccb,XM_015969628.1,XP_015825114.1,PCCB,Pccb,PCCB,Pccb,pccb,pccb,pccb,pccb,Pccb,pccb,pccb-1,CG3267,pccb
pde6h,XM_015945320.1,XP_015800806.1,PDE6H,Pde6g,PDE6H,Pde6g,pde6h,pde6h,ENSORLG00000014931,ENSGACG00000007162,Pde6g,ENSTRUG00000007982,,,pde6h (1 of 3)
LOC107382209,XM_015954257.1,XP_015809743.1,PDE6H,Pde6g,PDE6G,Pde6g,pde6h,pde6h,,pde6h_1_many,Pde6g,pde6h,,,pde6h (2 of 3)
LOC107381234,XM_015952810.1,XP_015808296.1,PDE6H,Pde6h,PDE6H,Pde6h,pde6h,pde6h,,ENSGACG00000007162,Pde6h,ENSTRUG00000005946,,,pde6h (3 of 3)
neurl2,XM_015963541.1,XP_015819027.1,NEURL2,Neurl2,NEURL2,Neurl2,neurl2,neurl2,neurl2,neurl2,Neurl2,neurl2,F10D7.5,CG3894,neurl2
LOC107386128,XM_015960326.1,XP_015815812.1,ACTB,Actb,ACTB,Actb,ACTB,actb2,ACTBL2_1_many,ACTBL2_1_many,Actb,ACTBL2_1_many,act-2,Act5C,actb
LOC107375123,XM_015943489.1,XP_015798975.1,AKNA,Akna,,Akna,akna,akna,,ENSGACG00000018084,Akna,,,,akna
vipr1,XM_015955164.1,XP_015810650.1,VIPR1,Vipr1,VIPR1,Vipr1,vipr1a,vipr1b,vipr1b,vipr1b,Vipr1,vipr1b,seb-3,Dh44-R2,vipr1 (1 of 4)
LOC107383803,XM_015956610.1,XP_015812096.1,VIPR1,Vipr1,ENSGALG00000005242,Adcyap1r1,ghrhra,ghrhra,ghrhra,ghrhra,Adcyap1r1,ghrhra,seb-3,Dh44-R2,vipr1 (2 of 4)
LOC107393071,XM_015971216.1,XP_015826702.1,VIPR1,Vipr1,ENSGALG00000005242,Adcyap1r1,ghrhra,ghrhrb,,ghrhrb,Adcyap1r1,ghrhrb,seb-3,Dh44-R1,vipr1 (3 of 4)
LOC107384262,XM_015957409.1,XP_015812895.1,VIPR1,Vipr1,VIPR1,Vipr1,vipr1a,vipr1b,,vipr1a,Vipr1,vipr1a,pdfr-1,Dh44-R2,vipr1 (4 of 4)
musk,XM_015976472.1,XP_015831958.1,MUSK,Musk,MUSK,Musk,musk,musk,musk,musk,Musk,musk,cam-1,Nrk,musk
tbca,XM_015943122.1,XP_015798608.1,TBCA,Tbca,TBCA,Tbca,tbca,tbca,,tbca,Tbca,tbca,tbca-1,CG1890,tbca
LOC107384962,XM_015958499.1,XP_015813985.1,COX6C,Cox6c,COX6C,Cox6c,cox6c,cox6c,ENSORLG00000020333,cox6c,Cox6c,cox6c,,cype,cox6c
tmprss7,XM_015955216.1,XP_015810702.1,TMPRSS7,Tmprss7,TMPRSS7,Tmprss7,ENSLOCG00000004426,TMPRSS7,TMPRSS7,TMPRSS7,Tmprss7,ENSTRUG00000000114,try-1,CG11836,tmprss7
LOC107395406,XM_015974784.1,XP_015830270.1,EEF2KMT,Eef2kmt,FAM86A,Eef2kmt,eef2kmt,eef2kmt,eef2kmt,eef2kmt,Eef2kmt,eef2kmt,R08D7.4,CG7889,eef2kmt (1 of 2)
LOC107372989,XM_015941178.1,XP_015796664.1,EEF2KMT,Eef2kmt,FAM86A,Eef2kmt,eef2kmt,eef2kmt,eef2kmt,eef2kmt,Eef2kmt,eef2kmt,R08D7.4,CG7889,eef2kmt (2 of 2)
pcmt1,XM_015947625.1,XP_015803111.1,PCMT1,Pcmt1,PCMT1,Pcmt1,pcmt,pcmt,pcmt,pcmt,Pcmt1,pcmt,pcm-1,Pcmt,pcmt1 (1 of 2)
LOC107392292,XM_015970009.1,XP_015825495.1,PCMT1,Pcmt1,ENSGALG00000004643,Pcmt1,pcmtl,pcmtl,,pcmtl,Pcmt1,pcmt,pcm-1,Pcmt,pcmt1 (2 of 2)
znf622,XM_015956460.1,XP_015811946.1,ZNF622,Zfp622,ZNF622,LOC103690028,znf622,znf622,znf622,znf622,LOC103690028,znf622,C16A3.4,CG6769,znf622
LOC107383473,XM_015956102.1,XP_015811588.1,ARHGAP30,Arhgap30,ARHGAP31,Arhgap30,si:dkeyp-68b7.12,ARHGAP30,si:dkeyp-68b7.12,si:dkeyp-68b7.12,Arhgap30,si:dkeyp-68b7.12,rrc-1,CdGAPr,arhgap30
LOC107396727,XM_015976555.1,XP_015832041.1,C1QL3,C1ql3,C1QL1,C1ql3,c1ql3b,c1ql3a,c1ql3b,c1ql3b,C1ql3,c1ql3b,col-156,Mp,c1ql3 (1 of 4)
LOC107383830,XM_015956648.1,XP_015812134.1,C1QL3,C1ql3,C1QL1,C1ql3,c1ql3b,c1ql3a,c1ql3b,c1ql3b,C1ql3,c1ql3b,col-184,Mp,c1ql3 (2 of 4)
LOC107387562,XM_015962583.1,XP_015818069.1,C1QL3,C1ql3,C1QL1,C1ql3,c1ql3b,c1ql3a,,C1QL1_1_many,C1ql3,C1QL1_1_many,col-77,,c1ql3 (3 of 4)
LOC107377912,XM_015947854.1,XP_015803340.1,C1QL3,C1ql3,C1QL1,C1ql3,si:rp71-1g18.7,cbln5,,ENSGACG00000019849,C1ql3,cbln17_1_many,,,c1ql3 (4 of 4)
henmt1,XM_015971087.1,XP_015826573.1,HENMT1,Henmt1,HENMT1,Henmt1,henmt1,henmt1,henmt1,henmt1,Henmt1,henmt1,henn-1,Hen1,henmt1
